date,ticker,regime_combo,rs_bin,trend_state,policy_action,rolling_sharpe,rolling_cagr,fwd_5d,fwd_10d
1928-02-15 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.5069284901942803,-0.1580376289463432,,
1928-02-17 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.033413564664524,-0.2194205753850078,,
1928-02-20 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.8868088341388303,-0.2915587781300789,,
1928-02-27 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.4524884551018153,-0.16046278595745778,,
1928-03-07 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.20318288588777142,-0.028214206350826387,,
1928-03-13 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,0.9899613116867186,0.11461620725551103,,
1928-03-27 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,5.447840602107141,0.906088897934852,,
1928-04-04 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,7.220184287575331,1.4005427778917232,,
1928-04-10 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,7.268331305273337,1.5198816702414382,,
1928-04-12 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,7.346851178291802,1.6808454183603123,,
1928-04-17 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,6.325559633437754,1.4207379814457735,,
1928-04-18 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,5.978742600212254,1.308040822330701,,
1928-04-20 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,5.248792204316671,1.1659400019581976,,
1928-04-23 00:00:00-05:00,^SPX,high|trend_off|dd_ok|vol_low,,off,de-risk,3.797892892822439,0.7383738112369891,,
