date,ticker,regime_combo,rs_bin,trend_state,policy_action,rolling_sharpe,rolling_cagr,fwd_5d,fwd_10d
2010-12-09 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.8446358134887129,-0.2673910718807597,,
2010-12-16 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.2887482525759073,-0.2673910718807597,,
2010-12-21 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.3062099741573612,-0.0738403244854734,,
2010-12-22 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.5505586681324928,-0.26323813793517925,,
2010-12-23 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.9530573212404556,-0.3186139842069512,,
2010-12-29 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.138913245526806,-0.20726328919812553,,
2011-01-04 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.696218877358438,-0.1428380365309393,,
2011-01-14 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.5097995939047718,0.08126941995914194,,
2011-01-19 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.9375589007540134,0.16830678192976767,,
2011-01-21 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.3594140821844052,0.26419381468933323,,
2011-01-25 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.3350895993908711,0.26419381468933323,,
2011-01-26 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.922534837579457,0.16830678192976767,,
2011-01-28 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.4017681769756078,-0.17420485739826352,,
2011-02-10 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.9550413954470699,0.12398840280801249,,
2011-02-15 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.040223722157135,0.12398837457237,,
2011-02-18 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.3646090093664175,0.03950814227647936,,
2011-02-24 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.2719178849340954,-0.040764548937605394,,
2011-02-28 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.4202792559392903,-0.18385790485538578,,
2011-03-02 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.840023777506793,-0.24236148782536437,,
2011-03-07 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.7427119307848773,-0.23957884364024473,,
2011-03-09 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.8059488537334727,-0.23957884364024473,,
2011-03-11 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.1224887382755142,-0.17895242422716728,,
2011-03-14 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.0911182900935605,-0.2983057614070309,,
2011-03-16 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.7810625695771547,-0.38414952502831023,,
2011-03-17 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.308601809904006,-0.4304375547304843,,
2011-03-18 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.8566867796618594,-0.4728692156690375,,
2011-03-25 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.651130188452016,-0.3812968202359902,,
2011-03-31 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.4550999294624758,-0.2695230712815817,,
2011-04-08 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.09452293680869359,0.0,,
2011-04-12 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.08834466115397654,0.0,,
2011-04-15 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.3531478190848181,-0.07653567137648998,,
2011-04-19 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.08834466115397654,0.0,,
2011-04-21 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.827129147901722,-0.14657884365818152,,
2011-05-04 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.3202204817740815,0.7392734115984156,,
2011-05-05 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.929164654776032,0.5975737791765854,,
2011-05-11 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,5.214715700471673,1.5159588307247103,,
2011-05-12 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.2043729599702213,0.8557103193161759,,
2011-05-23 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.7244970268593334,1.0009083488928159,,
2011-05-24 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.3218912787130193,0.8477674850474795,,
2011-06-01 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,5.378797780191364,1.686837929424938,,
2011-06-02 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.986809942053438,1.1439634339982456,,
2011-06-08 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,4.170789710505797,1.3071508347959488,,
2011-06-10 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.4870074439472107,0.9719020300356902,,
2011-06-15 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.8056298070644443,0.694732744865084,,
2011-06-20 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.0028401438882755,0.44787572793959973,,
2011-06-21 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.9056692816087468,0.15729538352686645,,
2011-06-27 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.9877178832947682,0.3393733036516744,,
2011-06-28 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.4925529502130301,0.24620230602769144,,
2011-07-07 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.1164513668848928,0.3843027681960971,,
2011-07-08 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.7739834775776147,0.11396989675271607,,
2011-07-12 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.3907407801210161,-0.06956312879311588,,
2011-07-15 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.636104543485313,-0.1035601235880359,,
2011-07-19 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.3629589794001846,-0.19602472760984302,,
2011-07-21 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.16924623458060029,-0.0359339850790924,,
2011-07-26 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.8986946701384385,-0.13591636652650219,,
2011-08-05 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.979129541422835,0.45046003283159175,,
2011-08-08 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.30825321548337564,0.04631522652655162,,
2011-08-10 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.7476340220241636,-0.1994413104906233,,
2011-08-19 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.04890689002875935,-0.02450866017109532,,
2011-08-24 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.23307499415427704,-0.10204247749044759,,
2011-09-02 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.0202624823504496,0.7352611943863134,,
2011-09-06 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.3957905348141888,0.4522506532462345,,
2011-09-12 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.6863287222279135,0.17258760096858938,,
2011-09-13 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.2144760220640376,0.021753411006052437,,
2011-09-19 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.1419784409996191,0.0,,
2011-09-23 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.8234752803427053,0.20573544788205322,,
2011-09-26 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.8782956994796661,-0.26221295212048945,,
2011-09-29 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.8644730142597528,-0.2612058514426142,,
2011-09-30 00:00:00+08:00,ME8U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.8072664179687719,-0.4296173689074816,,
