date,ticker,price,rolling_sharpe,rolling_cagr,sharpe_delta,cagr_delta,decreasing,vix,vix_bucket,vix_regime,trend_state,drawdown,drawdown_state,realized_vol,vol_state,regime_combo,rs_bin,policy_action,fwd_5d,fwd_10d,action
2015-01-28 00:00:00+08:00,AJBU.SI,0.5959335565567017,4.8694111264717215,0.7290384180243894,-0.4377749543075904,-0.07178779379055267,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-01-29 00:00:00+08:00,AJBU.SI,0.5872548818588257,4.382920021194899,0.6683458099565069,-0.4864911052768228,-0.06069260806788246,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-02-02 00:00:00+08:00,AJBU.SI,0.593040406703949,4.173630111254436,0.6597809401924566,-0.388792874775171,-0.06925747783193281,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-02-04 00:00:00+08:00,AJBU.SI,0.5785762071609497,2.5502922587249657,0.4090283015488496,-1.649147695940652,-0.25500601879410767,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-02-17 00:00:00+08:00,AJBU.SI,0.6017191410064697,3.833218147970057,0.7955423352011832,-0.6251869081422772,-0.15030421440094943,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-02-18 00:00:00+08:00,AJBU.SI,0.5959335565567017,3.238062536723597,0.655576935204701,-0.5951556112464602,-0.13996539999648228,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-02-23 00:00:00+08:00,AJBU.SI,0.5901479125022888,2.668319356981182,0.5253125935449614,-0.5697431797424151,-0.13026434165973955,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-03-03 00:00:00+08:00,AJBU.SI,0.5959335565567017,2.769986895447312,0.5855947591419626,-1.707787010867981,-0.44659315571703084,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-03-05 00:00:00+08:00,AJBU.SI,0.5959335565567017,2.075201658241767,0.3947498019329374,-0.694785237205545,-0.19084495720902517,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-03-09 00:00:00+08:00,AJBU.SI,0.593040406703949,0.5846278563204829,0.08583604239192733,-1.2451977526727398,-0.24922226827930594,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-03-11 00:00:00+08:00,AJBU.SI,0.5959335565567017,0.0761166575509007,0.0,-0.7576496638415604,-0.13114459113713206,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
2015-03-17 00:00:00+08:00,AJBU.SI,0.5901479125022888,-0.48234546556705504,-0.07868214329987278,-1.0929887917040757,-0.1645181856918001,True,,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
