date,ticker,regime_combo,rs_bin,trend_state,policy_action,rolling_sharpe,rolling_cagr,fwd_5d,fwd_10d
2007-12-21 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.3552509959932113,-0.4071641105394087,,
2007-12-28 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.1325433902268591,-0.36763872145791177,,
2008-01-02 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.9791416453114739,-0.31391095196801266,,
2008-01-07 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.9766455180865476,-0.32346376063961335,,
2008-01-09 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.4819850547142197,-0.5838145982311892,,
2008-01-11 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.73308334932845,-0.62459506110919,,
2008-01-14 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.19064562931656,-0.688460951913123,,
2008-01-15 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.5350696868111884,-0.734978783336002,,
2008-01-16 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-4.120571669582247,-0.7905467629809002,,
2008-01-21 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-5.393624758524131,-0.8634145717989152,,
2008-01-22 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-7.488924396732949,-0.9478537437416061,,
2008-01-29 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.138178650443197,-0.8099624045959927,,
2008-02-01 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.212627839807132,-0.8186520134089267,,
2008-02-06 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.34804311007183,-0.8396513953625602,,
2008-03-03 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.7598199936010224,0.29576794992578725,,
2008-03-07 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.0483072000623457,1.3258239410941464,,
2008-03-10 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.1992854464914195,-0.15098519877770167,,
2008-03-11 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.0187848928947005,-0.3872717047494394,,
2008-03-14 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.7565124128734834,-0.3130370345572686,,
2008-03-17 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.1135789384796997,-0.4041729960752557,,
2008-03-19 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.0767635543576832,-0.3681627417552291,,
2008-03-26 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.8484978716645908,0.9953153835972601,,
2008-04-04 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.2125360087183876,0.5634869298637692,,
2008-04-08 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.8046598889851224,0.3002041823430057,,
2008-04-17 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.4561481854516758,0.6727117037282544,,
2008-04-25 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,3.7084788793072634,2.6255561340379665,,
2008-05-06 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,4.23742259209256,3.1234163320698265,,
2008-05-07 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.682057309638462,1.012846579386939,,
2008-05-08 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.364162491481073,0.8641312875142415,,
2008-05-09 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.055052848101416,0.7071696527597957,,
2008-05-12 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.6162950589795622,0.4942826609024338,,
2008-05-14 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.5288502437803699,0.114436685867229,,
2008-05-16 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.22562466490496957,0.025919803061910995,,
2008-05-21 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.4698089056942245,0.3205546495762659,,
2008-05-26 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,2.2691552584785684,0.5648512790906444,,
2008-05-28 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,1.2749739870210683,0.26369138120265667,,
2008-05-29 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,0.22774015073629578,0.025919803061910995,,
2008-05-30 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.6676817445972901,-0.13059603222271787,,
2008-06-05 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-0.9716890090400697,-0.17379881848199596,,
2008-06-06 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-1.4374798802444901,-0.24301700871544862,,
2008-06-09 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-3.7935400755513213,-0.4594318063822628,,
2008-06-11 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-5.455516500284441,-0.6411931651783652,,
2008-06-23 00:00:00+08:00,M44U.SI,high|trend_off|dd_ok|vol_low,,off,de-risk,-2.761028987284397,-0.500016164316985,,
