date,ticker,price,rolling_sharpe,rolling_cagr,sharpe_delta,cagr_delta,decreasing,vix,vix_bucket,vix_regime,trend_state,drawdown,drawdown_state,realized_vol,vol_state,regime_combo,rs_bin,policy_action,fwd_5d,fwd_10d,action
1990-02-14 00:00:00-05:00,^VIX,22.049999237060547,1.9439801609056142,4.03543834206183,-0.9855318355058038,-9.762361615625245,True,22.049999237060547,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-02-15 00:00:00-05:00,^VIX,19.709999084472656,0.7202348102253158,0.23548985843746628,-1.2237453506802984,-3.7999484836243633,True,19.709999084472656,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,hold,,,review exposure
1990-02-21 00:00:00-05:00,^VIX,23.889999389648438,1.065928537840687,0.8520403909848171,-0.30655812105467595,-0.8251546383243622,True,23.889999389648438,high,high,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-02-22 00:00:00-05:00,^VIX,22.540000915527344,0.5831735425048463,0.038056418257253144,-0.48275499533584076,-0.813983972727564,True,22.540000915527344,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-02-26 00:00:00-05:00,^VIX,23.559999465942383,0.056689322751459104,-0.3137371307610545,-1.6846107355086,-3.3742974352108583,True,23.559999465942383,high,high,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-02-27 00:00:00-05:00,^VIX,22.690000534057617,-0.8911177721654332,-0.7143479422654271,-0.9478070949168923,-0.4006108115043726,True,22.690000534057617,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-03-02 00:00:00-05:00,^VIX,21.34000015258789,-0.7776587009593986,-0.6687619118921856,-0.3023917381978462,-0.10700624862771824,True,21.34000015258789,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-03-06 00:00:00-05:00,^VIX,20.549999237060547,-2.6910658738956057,-0.8891017979800443,-2.910541152254998,-0.7266093611184097,True,20.549999237060547,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-03-12 00:00:00-05:00,^VIX,20.06999969482422,-2.783046137917421,-0.8961169369287482,-0.44905099553791317,-0.03720114634036176,True,20.06999969482422,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-03-14 00:00:00-05:00,^VIX,19.649999618530273,-3.2866411238906816,-0.9358544204639624,-1.0575913018480736,-0.08319461831569819,True,19.649999618530273,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-03-23 00:00:00-05:00,^VIX,20.459999084472656,-0.8995825867986728,-0.7162329752230029,-0.7020801890357689,-0.2909427296325514,True,20.459999084472656,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-03-26 00:00:00-05:00,^VIX,19.59000015258789,-1.2436508831723538,-0.7973518242936553,-0.3440682963736811,-0.08111884907065237,True,19.59000015258789,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-04-03 00:00:00-04:00,^VIX,20.440000534057617,-0.3737341619409494,-0.5976646170587636,-1.6326714223717458,-1.809865580796393,True,20.440000534057617,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-04-11 00:00:00-04:00,^VIX,17.729999542236328,-0.9706112962409594,-0.8361443594067302,-1.1049367981182523,-0.5209549616069336,True,17.729999542236328,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-04-17 00:00:00-04:00,^VIX,20.3799991607666,0.063148487207769,-0.4800123018486684,-0.34365984416871104,-0.2701793888773196,True,20.3799991607666,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-04-24 00:00:00-04:00,^VIX,21.700000762939453,1.1375445250644116,0.9269214852649383,-0.6551983583760883,-2.38874233822911,True,21.700000762939453,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-04-25 00:00:00-04:00,^VIX,20.860000610351562,0.55875360546634,-0.07333501752326554,-0.5787909195980716,-1.0002565027882038,True,20.860000610351562,high,low,off,,ok,,low,high|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
1990-04-30 00:00:00-04:00,^VIX,19.520000457763672,1.2993498276062534,1.363636835614089,-0.4145940599452145,-1.643698145606478,True,19.520000457763672,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,hold,,,review exposure
1990-05-01 00:00:00-04:00,^VIX,18.43000030517578,0.6945241517811357,0.06614817451172716,-0.6048256758251177,-1.297488661102362,True,18.43000030517578,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,hold,,,review exposure
1990-05-03 00:00:00-04:00,^VIX,17.809999465942383,-0.10812182356142139,-0.6379822519221876,-0.8410402581566732,-0.7585227084308688,True,17.809999465942383,mid,low,off,,ok,,low,mid|trend_off|dd_ok|vol_low,,de-risk,,,review exposure
