rank,stress_cap,state_cap,override_scale,min_median_terminal,min_pass_rate_terminal,avg_full_terminal,avg_full_sharpe,worst_fold_maxdd,worst_stress_maxdd,full_candidate_maxdd
60,0.14,0.24,1.0,1.7702805203987464,1.0,26.027548261258953,1.031899655118593,-0.09616404869026474,-0.22549466474687874,-0.26852152111364114
61,0.12,0.2,1.1,1.767933031463449,1.0,25.97554884286448,1.0156027021483476,-0.08306213879589563,-0.19645453860621476,-0.28465834886578834
62,0.12,0.24,1.0,1.7702805203987464,1.0,25.858630522894014,1.0409050006649636,-0.08301610231039913,-0.19645453860621476,-0.26852152111364114
63,0.1,0.2,1.1,1.767933031463449,1.0,25.79871246591174,1.022361635562427,-0.06974722594572225,-0.16644668600514145,-0.28465834886578834
64,0.1,0.24,1.0,1.7702805203987464,1.0,25.682592776373763,1.0483754995787875,-0.06970054883601451,-0.16644668600514145,-0.26852152111364114
65,0.18,0.2,1.05,1.7495232214771907,1.0,25.139160362210994,0.9920876673098341,-0.12198634484573123,-0.28077774394434374,-0.280388781028054
66,0.2,0.2,1.05,1.7495232214771907,1.0,25.11906903884621,0.9917066612851133,-0.12208396749519346,-0.28153452185653316,-0.2811459292845243
67,0.24,0.2,1.05,1.7495232214771907,1.0,25.11906903884621,0.9917066612851133,-0.12208396749519346,-0.28153452185653316,-0.2811459292845243
68,0.3,0.2,1.05,1.7495232214771907,1.0,25.11906903884621,0.9917066612851133,-0.12208396749519346,-0.28153452185653316,-0.2811459292845243
69,0.16,0.2,1.05,1.7495232214771907,1.0,24.991938888979085,1.003353052856475,-0.10916856690477073,-0.2535937046373705,-0.27643869998416704
70,0.14,0.2,1.05,1.7495232214771907,1.0,24.83766435155428,1.0134155436416028,-0.09618675044793878,-0.22549466474687874,-0.27643869998416704
71,0.12,0.2,1.05,1.7495232214771907,1.0,24.676463138415645,1.0221236344147842,-0.083039120553147,-0.19645453860621476,-0.27643869998416704
72,0.1,0.2,1.05,1.7495232214771907,1.0,24.508467495544053,1.0293340806936029,-0.0697238873908681,-0.16644668600514145,-0.27643869998416704
73,0.18,0.18,1.1,1.7300433096262364,1.0,23.782301975461756,0.9811244885053728,-0.12200842496216258,-0.28077774394434374,-0.28037435900829455
74,0.2,0.18,1.1,1.7300433096262364,1.0,23.782301975461756,0.9811244885053728,-0.12200842496216258,-0.28077774394434374,-0.28037435900829455
75,0.24,0.18,1.1,1.7300433096262364,1.0,23.782301975461756,0.9811244885053728,-0.12200842496216258,-0.28077774394434374,-0.28037435900829455
76,0.3,0.18,1.1,1.7300433096262364,1.0,23.782301975461756,0.9811244885053728,-0.12200842496216258,-0.28077774394434374,-0.28037435900829455
77,0.18,0.18,1.05,1.7281180588397396,1.0,23.759824758777533,0.9824785488887141,-0.12198634484573101,-0.28077774394434374,-0.280374359008295
78,0.2,0.18,1.05,1.7281180588397396,1.0,23.759824758777533,0.9824785488887141,-0.12198634484573101,-0.28077774394434374,-0.280374359008295
79,0.24,0.18,1.05,1.7281180588397396,1.0,23.759824758777533,0.9824785488887141,-0.12198634484573101,-0.28077774394434374,-0.280374359008295
80,0.3,0.18,1.05,1.7281180588397396,1.0,23.759824758777533,0.9824785488887141,-0.12198634484573101,-0.28077774394434374,-0.280374359008295
81,0.16,0.18,1.1,1.7300433096262364,1.0,23.643025564588246,0.9923919950733531,-0.10919095596628481,-0.2535937046373705,-0.2762244314618423
82,0.16,0.18,1.05,1.7281180588397396,1.0,23.620679320195755,0.9938108823613687,-0.10916856690477084,-0.2535937046373705,-0.2762244314618423
83,0.18,0.2,1.0,1.7281873498231657,1.0,23.561822931321927,0.9962734059853908,-0.11832210720960279,-0.27654824654814536,-0.2761569962754392
84,0.2,0.2,1.0,1.7281873498231657,1.0,23.542141307524464,0.9959706333179472,-0.11832210720960279,-0.27718787116745724,-0.27679692764578967
85,0.24,0.2,1.0,1.7281873498231657,1.0,23.542141307524464,0.9959706333179472,-0.11832210720960279,-0.27718787116745724,-0.27679692764578967
86,0.3,0.2,1.0,1.7281873498231657,1.0,23.542141307524464,0.9959706333179472,-0.11832210720960279,-0.27718787116745724,-0.27679692764578967
87,0.14,0.18,1.1,1.7300433096262364,1.0,23.497076783524253,1.0024602277863108,-0.09620945220561372,-0.22549466474687874,-0.2762244314618423
88,0.14,0.18,1.05,1.7281180588397396,1.0,23.474867826008953,1.0039397689824106,-0.09618675044793878,-0.22549466474687874,-0.2762244314618423
89,0.16,0.2,1.0,1.7281873498231657,1.0,23.465900081883543,1.0048785323205274,-0.10914617784325686,-0.2535937046373705,-0.26852152111364114
90,0.12,0.18,1.1,1.7300433096262364,1.0,23.344575199953873,1.0111758660579526,-0.08306213879589552,-0.19645453860621476,-0.2762244314618423
91,0.12,0.18,1.05,1.7281180588397396,1.0,23.322509731440267,1.0127105964571128,-0.08303912055314722,-0.19645453860621476,-0.2762244314618423
92,0.14,0.2,1.0,1.7281873498231657,1.0,23.32104793352921,1.0154840315112967,-0.09616404869026418,-0.22549466474687874,-0.26852152111364114
93,0.1,0.18,1.1,1.7300433096262364,1.0,23.185645922889528,1.0183937701021113,-0.06974722594572214,-0.16644668600514145,-0.2762244314618423
94,0.12,0.2,1.0,1.7281873498231657,1.0,23.169692032890808,1.024689079940443,-0.08301610231039924,-0.19645453860621476,-0.26852152111364114
95,0.1,0.18,1.05,1.7281180588397396,1.0,23.163730027789804,1.0199769391824354,-0.06972388739086799,-0.16644668600514145,-0.2762244314618423
96,0.18,0.24,0.9,1.7271501521169137,1.0,23.067934111554578,1.0198694778174828,-0.11075887615599345,-0.2678288947254627,-0.267462292282592
97,0.2,0.24,0.9,1.7271501521169137,1.0,23.04867182483801,1.019553988084772,-0.11075887615599345,-0.26847622882624367,-0.26810991696869735
98,0.16,0.24,0.9,1.7271501521169137,1.0,23.03275070162191,1.0245669326022988,-0.1066652852456732,-0.25071758345343553,-0.25250248283653376
99,0.1,0.2,1.0,1.7281873498231657,1.0,23.011956549033624,1.0323370331440673,-0.06970054883601451,-0.16644668600514145,-0.26852152111364114
100,0.24,0.24,0.9,1.7271501521169137,1.0,23.01012786347793,1.0189064445809692,-0.11075887615599345,-0.26977134959262916,-0.2694056192687
101,0.3,0.24,0.9,1.7271501521169137,1.0,23.01012786347793,1.0189064445809692,-0.11075887615599345,-0.26977134959262916,-0.2694056192687
102,0.14,0.24,0.9,1.7271501521169137,1.0,22.918932248406456,1.033922988330548,-0.09611864517491564,-0.22549466474687874,-0.25250248283653376
103,0.12,0.24,0.9,1.7271501521169137,1.0,22.770193861339642,1.0439040094409229,-0.08297006582490307,-0.19645453860621476,-0.25250248283653376
104,0.1,0.24,0.9,1.7271501521169137,1.0,22.61518578753338,1.052236035058551,-0.06965387172630666,-0.16644668600514145,-0.25250248283653376
105,0.18,0.18,1.0,1.7074583047620737,1.0,22.298116563472483,0.9865564011761159,-0.11832210720960257,-0.27654824654814536,-0.27614248944476905
106,0.2,0.18,1.0,1.7074583047620737,1.0,22.298116563472483,0.9865564011761159,-0.11832210720960257,-0.27654824654814536,-0.27614248944476905
107,0.24,0.18,1.0,1.7074583047620737,1.0,22.298116563472483,0.9865564011761159,-0.11832210720960257,-0.27654824654814536,-0.27614248944476905
108,0.3,0.18,1.0,1.7074583047620737,1.0,22.298116563472483,0.9865564011761159,-0.11832210720960257,-0.27654824654814536,-0.27614248944476905
109,0.16,0.18,1.0,1.7074583047620737,1.0,22.20734051095032,0.9952088722678145,-0.10914617784325653,-0.2535937046373705,-0.26852152111364114
110,0.14,0.18,1.0,1.7074583047620737,1.0,22.07025575453429,1.0058785176523164,-0.0961640486902644,-0.22549466474687874,-0.26852152111364114
111,0.12,0.18,1.0,1.7074583047620737,1.0,21.927016085075515,1.0151448353320704,-0.08301610231039935,-0.19645453860621476,-0.26852152111364114
112,0.1,0.18,1.0,1.7074583047620737,1.0,21.777739013280932,1.0228478488254809,-0.06970054883601451,-0.16644668600514145,-0.26852152111364114
113,0.18,0.2,0.9,1.6860847942314248,1.0,20.668874701765247,1.0033198770398812,-0.11075887615599322,-0.2678288947254627,-0.26743292893612136
114,0.2,0.2,0.9,1.6860847942314248,1.0,20.65161348242693,1.002998137858895,-0.11075887615599322,-0.26847622882624367,-0.26808057348527936
115,0.24,0.2,0.9,1.6860847942314248,1.0,20.65161348242693,1.002998137858895,-0.11075887615599322,-0.26847622882624367,-0.26808057348527936
116,0.3,0.2,0.9,1.6860847942314248,1.0,20.65161348242693,1.002998137858895,-0.11075887615599322,-0.26847622882624367,-0.26808057348527936
117,0.16,0.2,0.9,1.6860847942314248,1.0,20.6373637340784,1.0081272364345728,-0.10666528524567309,-0.25071758345343553,-0.25250248283653376
118,0.14,0.2,0.9,1.6860847942314248,1.0,20.535383903246764,1.0177148334259498,-0.0961186451749152,-0.22549466474687874,-0.25250248283653376
119,0.12,0.2,0.9,1.6860847942314248,1.0,20.402111321701824,1.0279609069321167,-0.08297006582490263,-0.19645453860621476,-0.25250248283653376
120,0.1,0.2,0.9,1.6860847942314248,1.0,20.263221133812344,1.0365305482655114,-0.06965387172630644,-0.16644668600514145,-0.25250248283653376
121,0.18,0.18,0.9,1.6658618740395226,1.0,19.560177924421048,0.9935877341108229,-0.11075887615599334,-0.2678288947254627,-0.26741824726288643
122,0.2,0.18,0.9,1.6658618740395226,1.0,19.560177924421048,0.9935877341108229,-0.11075887615599334,-0.2678288947254627,-0.26741824726288643
123,0.24,0.18,0.9,1.6658618740395226,1.0,19.560177924421048,0.9935877341108229,-0.11075887615599334,-0.2678288947254627,-0.26741824726288643
124,0.3,0.18,0.9,1.6658618740395226,1.0,19.560177924421048,0.9935877341108229,-0.11075887615599334,-0.2678288947254627,-0.26741824726288643
125,0.16,0.18,0.9,1.6658618740395226,1.0,19.530363562641657,0.9984307238318714,-0.10666528524567342,-0.25071758345343553,-0.25250248283653376
126,0.14,0.18,0.9,1.6658618740395226,1.0,19.43385474505174,1.0080934924217462,-0.09611864517491553,-0.22549466474687874,-0.25250248283653376
127,0.12,0.18,0.9,1.6658618740395226,1.0,19.307729627094716,1.0184270498867358,-0.08297006582490252,-0.19645453860621476,-0.25250248283653376
128,0.1,0.18,0.9,1.6658618740395226,1.0,19.176288252524778,1.027076069074695,-0.06965387172630655,-0.16644668600514145,-0.25250248283653376
129,0.16,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
130,0.18,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
131,0.2,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
132,0.24,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
133,0.3,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
134,0.16,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
135,0.18,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
136,0.2,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
137,0.24,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
138,0.3,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
139,0.16,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
140,0.18,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
141,0.2,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
142,0.24,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
143,0.3,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
144,0.14,0.16,1.1,1.6345266987830134,1.0,16.945731480640053,0.9895984738726238,-0.09806997020436592,-0.22549466474687874,-0.24927473519238696
145,0.14,0.16,1.05,1.6327076763762247,1.0,16.929730977916282,0.9914249791314227,-0.0977006648898383,-0.22549466474687874,-0.24927473519238696
146,0.14,0.16,1.0,1.6308885383301361,1.0,16.913463899513808,0.9931562219036101,-0.097333340652202,-0.22549466474687874,-0.24927473519238696
147,0.12,0.16,1.1,1.6345266987830134,1.0,16.83574896675275,1.0003936892493113,-0.08476560695826851,-0.19645453860621476,-0.24927473519238696
148,0.12,0.16,1.05,1.6327076763762247,1.0,16.819851841304686,1.0023031317782927,-0.08439086775767068,-0.19645453860621476,-0.24927473519238696
149,0.12,0.16,1.0,1.6308885383301361,1.0,16.803689871183842,1.0041139853973726,-0.08401813886730702,-0.19645453860621476,-0.24927473519238696
150,0.1,0.16,1.1,1.6345266987830134,1.0,16.72113090782877,1.0094580735550391,-0.07128864220928754,-0.16644668600514145,-0.24927473519238696
151,0.1,0.16,1.05,1.6327076763762247,1.0,16.705341543184833,1.0114413105806765,-0.07090839883684041,-0.16644668600514145,-0.24927473519238696
152,0.1,0.16,1.0,1.6308885383301361,1.0,16.6892891377847,1.0133230277093215,-0.07053019538738436,-0.16644668600514145,-0.24927473519238696
153,0.16,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
154,0.18,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
155,0.2,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
156,0.24,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
157,0.3,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
158,0.14,0.16,0.9,1.615540600364565,1.0,16.211826959799293,0.9964189752299839,-0.09660464265950763,-0.22549466474687874,-0.24403111606042538
159,0.12,0.16,0.9,1.615540600364565,1.0,16.10660721593002,1.0079167230244988,-0.08327871937579168,-0.19645453860621476,-0.24403111606042538
160,0.1,0.16,0.9,1.615540600364565,1.0,15.996952695509554,1.0176092165659678,-0.0697799157239346,-0.16644668600514145,-0.24403111606042538
161,0.14,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
162,0.16,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
163,0.18,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
164,0.2,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
165,0.24,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
166,0.3,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
167,0.14,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
168,0.16,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
169,0.18,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
170,0.2,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
171,0.24,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
172,0.3,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
173,0.14,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
174,0.16,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
175,0.18,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
176,0.2,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
177,0.24,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
178,0.3,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
179,0.14,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
180,0.16,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
181,0.18,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
182,0.2,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
183,0.24,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
184,0.3,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
185,0.12,0.14,1.1,1.5441211071167438,1.0,12.117775213145551,0.9847653186982306,-0.087147332507295,-0.19645453860621476,-0.22144589476800203
186,0.12,0.14,1.05,1.542402622981117,1.0,12.106344650775274,0.9871691895753555,-0.08677356849505824,-0.19645453860621476,-0.22144589476800203
