simulation_mode,active_profile,active_label,baseline_profile,current_profile,baseline_with_overrides_terminal,baseline_with_overrides_terminal_legacy_reference,current_with_overrides_terminal,current_with_overrides_terminal_legacy_reference,delta_terminal_current_minus_baseline,oot_median_delta_terminal,oot_pass_rate_terminal,decision
tail_hedge_aware,v11_5_tuned,run1_tight_weak_v224_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol120_vf000,v11_3_tuned,v11_5_tuned,32.83402253315571,57.57678507074686,36.842199658447555,57.57678507074686,4.008177125291844,1.8792933660010744,1.0,PROMOTED_V11_5_TUNED
