rank,rerisk,hold,cap,derisk,override_scale,min_median_delta_terminal,min_pass_rate_terminal,worst_median_delta_maxdd,avg_median_delta_terminal,avg_median_delta_sharpe,full_delta_terminal,full_candidate_terminal,full_candidate_sharpe,full_candidate_maxdd
11,0.12,0.45,0.03,0.14,1.3,0.05679293391873497,1.0,0.00029321568713486235,0.058098211097482255,0.16564964097042967,3.664788870670158,19.915112583744474,1.0888814991195606,-0.2075159810700149
12,0.12,0.45,0.05,0.14,1.3,0.05679293391873497,1.0,0.00029321568713486235,0.058098211097482255,0.16564964097042967,3.664788870670158,19.915112583744474,1.0888814991195606,-0.2075159810700149
13,0.08,0.42,0.03,0.14,1.3,0.05389725126555267,1.0,0.0006880980804617187,0.055256466749447064,0.17359267599664208,3.5034712838700557,19.75379499694437,1.0885116498651572,-0.20751598107001556
14,0.08,0.42,0.05,0.14,1.3,0.05389725126555267,1.0,0.0006880980804617187,0.055256466749447064,0.17359267599664208,3.5034712838700557,19.75379499694437,1.0885116498651572,-0.20751598107001556
15,0.1,0.42,0.03,0.14,1.3,0.05389725126555267,1.0,0.0006880980804617187,0.055256466749447064,0.17359267599664208,3.5034712838700557,19.75379499694437,1.0885116498651572,-0.20751598107001556
16,0.1,0.42,0.05,0.14,1.3,0.05389725126555267,1.0,0.0006880980804617187,0.055256466749447064,0.17359267599664208,3.5034712838700557,19.75379499694437,1.0885116498651572,-0.20751598107001556
17,0.12,0.42,0.03,0.14,1.3,0.05389725126555267,1.0,0.0006880980804617187,0.055256466749447064,0.17359267599664208,3.5034712838700557,19.75379499694437,1.0885116498651572,-0.20751598107001556
18,0.12,0.42,0.05,0.14,1.3,0.05389725126555267,1.0,0.0006880980804617187,0.055256466749447064,0.17359267599664208,3.5034712838700557,19.75379499694437,1.0885116498651572,-0.20751598107001556
19,0.08,0.48,0.03,0.14,1.25,0.05187363295841485,1.0,-3.181695289156128e-05,0.05313065573159281,0.15683484529432268,3.294756388285414,19.54508010135973,1.090316803016988,-0.2053635795630293
20,0.08,0.48,0.05,0.14,1.25,0.05187363295841485,1.0,-3.181695289156128e-05,0.05313065573159281,0.15683484529432268,3.294756388285414,19.54508010135973,1.090316803016988,-0.2053635795630293
21,0.1,0.48,0.03,0.14,1.25,0.05187363295841485,1.0,-3.181695289156128e-05,0.05313065573159281,0.15683484529432268,3.294756388285414,19.54508010135973,1.090316803016988,-0.2053635795630293
22,0.1,0.48,0.05,0.14,1.25,0.05187363295841485,1.0,-3.181695289156128e-05,0.05313065573159281,0.15683484529432268,3.294756388285414,19.54508010135973,1.090316803016988,-0.2053635795630293
23,0.12,0.48,0.03,0.14,1.25,0.05187363295841485,1.0,-3.181695289156128e-05,0.05313065573159281,0.15683484529432268,3.294756388285414,19.54508010135973,1.090316803016988,-0.2053635795630293
24,0.12,0.48,0.05,0.14,1.25,0.05187363295841485,1.0,-3.181695289156128e-05,0.05313065573159281,0.15683484529432268,3.294756388285414,19.54508010135973,1.090316803016988,-0.2053635795630293
25,0.08,0.45,0.03,0.14,1.25,0.04907541756497724,1.0,0.001020404324225177,0.05042425199246525,0.16602154401321267,3.140026967076466,19.39035068015078,1.090210390546951,-0.2053635795630303
26,0.08,0.45,0.05,0.14,1.25,0.04907541756497724,1.0,0.001020404324225177,0.05042425199246525,0.16602154401321267,3.140026967076466,19.39035068015078,1.090210390546951,-0.2053635795630303
27,0.1,0.45,0.03,0.14,1.25,0.04907541756497724,1.0,0.001020404324225177,0.05042425199246525,0.16602154401321267,3.140026967076466,19.39035068015078,1.090210390546951,-0.2053635795630303
28,0.1,0.45,0.05,0.14,1.25,0.04907541756497724,1.0,0.001020404324225177,0.05042425199246525,0.16602154401321267,3.140026967076466,19.39035068015078,1.090210390546951,-0.2053635795630303
29,0.12,0.45,0.03,0.14,1.25,0.04907541756497724,1.0,0.001020404324225177,0.05042425199246525,0.16602154401321267,3.140026967076466,19.39035068015078,1.090210390546951,-0.2053635795630303
30,0.12,0.45,0.05,0.14,1.25,0.04907541756497724,1.0,0.001020404324225177,0.05042425199246525,0.16602154401321267,3.140026967076466,19.39035068015078,1.090210390546951,-0.2053635795630303
31,0.08,0.42,0.03,0.14,1.25,0.04619473597313695,1.0,0.0015036018257881811,0.04759722171728764,0.17418509357049888,2.982970884818581,19.233294597892897,1.0898727659180292,-0.20536357956302953
32,0.08,0.42,0.05,0.14,1.25,0.04619473597313695,1.0,0.0015036018257881811,0.04759722171728764,0.17418509357049888,2.982970884818581,19.233294597892897,1.0898727659180292,-0.20536357956302953
33,0.1,0.42,0.03,0.14,1.25,0.04619473597313695,1.0,0.0015036018257881811,0.04759722171728764,0.17418509357049888,2.982970884818581,19.233294597892897,1.0898727659180292,-0.20536357956302953
34,0.1,0.42,0.05,0.14,1.25,0.04619473597313695,1.0,0.0015036018257881811,0.04759722171728764,0.17418509357049888,2.982970884818581,19.233294597892897,1.0898727659180292,-0.20536357956302953
35,0.12,0.42,0.03,0.14,1.25,0.04619473597313695,1.0,0.0015036018257881811,0.04759722171728764,0.17418509357049888,2.982970884818581,19.233294597892897,1.0898727659180292,-0.20536357956302953
36,0.12,0.42,0.05,0.14,1.25,0.04619473597313695,1.0,0.0015036018257881811,0.04759722171728764,0.17418509357049888,2.982970884818581,19.233294597892897,1.0898727659180292,-0.20536357956302953
37,0.08,0.48,0.03,0.14,1.2,0.04416733464669409,1.0,0.0006956208082772863,0.045468147245943336,0.1565279145681983,2.7786748826482537,19.02899859572257,1.0913105354833266,-0.20320823234161378
38,0.08,0.48,0.05,0.14,1.2,0.04416733464669409,1.0,0.0006956208082772863,0.045468147245943336,0.1565279145681983,2.7786748826482537,19.02899859572257,1.0913105354833266,-0.20320823234161378
39,0.1,0.48,0.03,0.14,1.2,0.04416733464669409,1.0,0.0006956208082772863,0.045468147245943336,0.1565279145681983,2.7786748826482537,19.02899859572257,1.0913105354833266,-0.20320823234161378
40,0.1,0.48,0.05,0.14,1.2,0.04416733464669409,1.0,0.0006956208082772863,0.045468147245943336,0.1565279145681983,2.7786748826482537,19.02899859572257,1.0913105354833266,-0.20320823234161378
41,0.12,0.48,0.03,0.14,1.2,0.04416733464669409,1.0,0.0006956208082772863,0.045468147245943336,0.1565279145681983,2.7786748826482537,19.02899859572257,1.0913105354833266,-0.20320823234161378
42,0.12,0.48,0.05,0.14,1.2,0.04416733464669409,1.0,0.0006956208082772863,0.045468147245943336,0.1565279145681983,2.7786748826482537,19.02899859572257,1.0913105354833266,-0.20320823234161378
43,0.08,0.45,0.03,0.14,1.2,0.041383694635960144,1.0,0.0017479390507458836,0.04277586130158689,0.16594093858543307,2.628041623019346,18.878365336093662,1.0912403144162461,-0.20320823234161312
44,0.08,0.45,0.05,0.14,1.2,0.041383694635960144,1.0,0.0017479390507458836,0.04277586130158689,0.16594093858543307,2.628041623019346,18.878365336093662,1.0912403144162461,-0.20320823234161312
45,0.1,0.45,0.03,0.14,1.2,0.041383694635960144,1.0,0.0017479390507458836,0.04277586130158689,0.16594093858543307,2.628041623019346,18.878365336093662,1.0912403144162461,-0.20320823234161312
46,0.1,0.45,0.05,0.14,1.2,0.041383694635960144,1.0,0.0017479390507458836,0.04277586130158689,0.16594093858543307,2.628041623019346,18.878365336093662,1.0912403144162461,-0.20320823234161312
47,0.12,0.45,0.03,0.14,1.2,0.041383694635960144,1.0,0.0017479390507458836,0.04277586130158689,0.16594093858543307,2.628041623019346,18.878365336093662,1.0912403144162461,-0.20320823234161312
48,0.12,0.45,0.05,0.14,1.2,0.041383694635960144,1.0,0.0017479390507458836,0.04277586130158689,0.16594093858543307,2.628041623019346,18.878365336093662,1.0912403144162461,-0.20320823234161312
49,0.08,0.42,0.03,0.14,1.2,0.03851795775601874,1.0,0.002310232289886527,0.039963489910220196,0.17432290922379856,2.475142982068572,18.725466695142888,1.09093488742482,-0.20320823234161278
50,0.08,0.42,0.05,0.14,1.2,0.03851795775601874,1.0,0.002310232289886527,0.039963489910220196,0.17432290922379856,2.475142982068572,18.725466695142888,1.09093488742482,-0.20320823234161278
51,0.1,0.42,0.03,0.14,1.2,0.03851795775601874,1.0,0.002310232289886527,0.039963489910220196,0.17432290922379856,2.475142982068572,18.725466695142888,1.09093488742482,-0.20320823234161278
52,0.1,0.42,0.05,0.14,1.2,0.03851795775601874,1.0,0.002310232289886527,0.039963489910220196,0.17432290922379856,2.475142982068572,18.725466695142888,1.09093488742482,-0.20320823234161278
53,0.12,0.42,0.03,0.14,1.2,0.03851795775601874,1.0,0.002310232289886527,0.039963489910220196,0.17432290922379856,2.475142982068572,18.725466695142888,1.09093488742482,-0.20320823234161278
54,0.12,0.42,0.05,0.14,1.2,0.03851795775601874,1.0,0.002310232289886527,0.039963489910220196,0.17432290922379856,2.475142982068572,18.725466695142888,1.09093488742482,-0.20320823234161278
55,0.08,0.48,0.03,0.14,1.1,0.02883217772869373,1.0,0.002151532266304046,0.030219892811892968,0.15447371377718477,1.7840199699817738,18.03434368305609,1.0923191631545204,-0.1988887342525728
56,0.08,0.48,0.05,0.14,1.1,0.02883217772869373,1.0,0.002151532266304046,0.030219892811892968,0.15447371377718477,1.7840199699817738,18.03434368305609,1.0923191631545204,-0.1988887342525728
57,0.1,0.48,0.03,0.14,1.1,0.02883217772869373,1.0,0.002151532266304046,0.030219892811892968,0.15447371377718477,1.7840199699817738,18.03434368305609,1.0923191631545204,-0.1988887342525728
58,0.1,0.48,0.05,0.14,1.1,0.02883217772869373,1.0,0.002151532266304046,0.030219892811892968,0.15447371377718477,1.7840199699817738,18.03434368305609,1.0923191631545204,-0.1988887342525728
59,0.12,0.48,0.03,0.14,1.1,0.02883217772869373,1.0,0.002151532266304046,0.030219892811892968,0.15447371377718477,1.7840199699817738,18.03434368305609,1.0923191631545204,-0.1988887342525728
60,0.12,0.48,0.05,0.14,1.1,0.02883217772869373,1.0,0.002151532266304046,0.030219892811892968,0.15447371377718477,1.7840199699817738,18.03434368305609,1.0923191631545204,-0.1988887342525728
61,0.08,0.45,0.03,0.14,1.1,0.02607752330505997,1.0,0.0032040431493086663,0.027555682409781734,0.1643282746313804,1.6412804409750308,17.891604154049347,1.0923203299543542,-0.19888873425257136
62,0.08,0.45,0.05,0.14,1.1,0.02607752330505997,1.0,0.0032040431493086663,0.027555682409781734,0.1643282746313804,1.6412804409750308,17.891604154049347,1.0923203299543542,-0.19888873425257136
63,0.1,0.45,0.03,0.14,1.1,0.02607752330505997,1.0,0.0032040431493086663,0.027555682409781734,0.1643282746313804,1.6412804409750308,17.891604154049347,1.0923203299543542,-0.19888873425257136
64,0.1,0.45,0.05,0.14,1.1,0.02607752330505997,1.0,0.0032040431493086663,0.027555682409781734,0.1643282746313804,1.6412804409750308,17.891604154049347,1.0923203299543542,-0.19888873425257136
65,0.12,0.45,0.03,0.14,1.1,0.02607752330505997,1.0,0.0032040431493086663,0.027555682409781734,0.1643282746313804,1.6412804409750308,17.891604154049347,1.0923203299543542,-0.19888873425257136
66,0.12,0.45,0.05,0.14,1.1,0.02607752330505997,1.0,0.0032040431493086663,0.027555682409781734,0.1643282746313804,1.6412804409750308,17.891604154049347,1.0923203299543542,-0.19888873425257136
67,0.08,0.42,0.03,0.14,1.1,0.023241507121300575,1.0,0.0038444212321568916,0.02477246353010354,0.17313761631503094,1.4963936493992307,17.746717362473547,1.092078519362868,-0.19888873425257225
68,0.08,0.42,0.05,0.14,1.1,0.023241507121300575,1.0,0.0038444212321568916,0.02477246353010354,0.17313761631503094,1.4963936493992307,17.746717362473547,1.092078519362868,-0.19888873425257225
69,0.1,0.42,0.03,0.14,1.1,0.023241507121300575,1.0,0.0038444212321568916,0.02477246353010354,0.17313761631503094,1.4963936493992307,17.746717362473547,1.092078519362868,-0.19888873425257225
70,0.1,0.42,0.05,0.14,1.1,0.023241507121300575,1.0,0.0038444212321568916,0.02477246353010354,0.17313761631503094,1.4963936493992307,17.746717362473547,1.092078519362868,-0.19888873425257225
71,0.12,0.42,0.03,0.14,1.1,0.023241507121300575,1.0,0.0038444212321568916,0.02477246353010354,0.17313761631503094,1.4963936493992307,17.746717362473547,1.092078519362868,-0.19888873425257225
72,0.12,0.42,0.05,0.14,1.1,0.023241507121300575,1.0,0.0038444212321568916,0.02477246353010354,0.17313761631503094,1.4963936493992307,17.746717362473547,1.092078519362868,-0.19888873425257225
73,0.08,0.48,0.03,0.12,1.3,0.011750327849267994,0.5,0.002525614209674454,0.0133959490944619,0.10573318271360277,0.5077529335908828,16.7580766466652,1.0788836577502563,-0.1891908060356624
74,0.08,0.48,0.05,0.12,1.3,0.011750327849267994,0.5,0.002525614209674454,0.0133959490944619,0.10573318271360277,0.5077529335908828,16.7580766466652,1.0788836577502563,-0.1891908060356624
75,0.1,0.48,0.03,0.12,1.3,0.011750327849267994,0.5,0.002525614209674454,0.0133959490944619,0.10573318271360277,0.5077529335908828,16.7580766466652,1.0788836577502563,-0.1891908060356624
76,0.1,0.48,0.05,0.12,1.3,0.011750327849267994,0.5,0.002525614209674454,0.0133959490944619,0.10573318271360277,0.5077529335908828,16.7580766466652,1.0788836577502563,-0.1891908060356624
77,0.12,0.48,0.03,0.12,1.3,0.011750327849267994,0.5,0.002525614209674454,0.0133959490944619,0.10573318271360277,0.5077529335908828,16.7580766466652,1.0788836577502563,-0.1891908060356624
78,0.12,0.48,0.05,0.12,1.3,0.011750327849267994,0.5,0.002525614209674454,0.0133959490944619,0.10573318271360277,0.5077529335908828,16.7580766466652,1.0788836577502563,-0.1891908060356624
79,0.08,0.45,0.03,0.12,1.3,0.008157251926132147,0.5,0.0035780258629062867,0.009879367671779216,0.10735119219956168,0.3750680236641557,16.62539173673847,1.0788643994267388,-0.18919080603566318
80,0.08,0.45,0.05,0.12,1.3,0.008157251926132147,0.5,0.0035780258629062867,0.009879367671779216,0.10735119219956168,0.3750680236641557,16.62539173673847,1.0788643994267388,-0.18919080603566318
81,0.1,0.45,0.03,0.12,1.3,0.008157251926132147,0.5,0.0035780258629062867,0.009879367671779216,0.10735119219956168,0.3750680236641557,16.62539173673847,1.0788643994267388,-0.18919080603566318
82,0.1,0.45,0.05,0.12,1.3,0.008157251926132147,0.5,0.0035780258629062867,0.009879367671779216,0.10735119219956168,0.3750680236641557,16.62539173673847,1.0788643994267388,-0.18919080603566318
83,0.12,0.45,0.03,0.12,1.3,0.008157251926132147,0.5,0.0035780258629062867,0.009879367671779216,0.10735119219956168,0.3750680236641557,16.62539173673847,1.0788643994267388,-0.18919080603566318
84,0.12,0.45,0.05,0.12,1.3,0.008157251926132147,0.5,0.0035780258629062867,0.009879367671779216,0.10735119219956168,0.3750680236641557,16.62539173673847,1.0788643994267388,-0.18919080603566318
85,0.08,0.48,0.03,0.12,1.25,0.0054158648365353335,0.5,0.003257476112247304,0.007112214371340575,0.10207874745524931,0.06608941300366311,16.31641312607798,1.0807636441476147,-0.18698946896530677
86,0.08,0.48,0.05,0.12,1.25,0.0054158648365353335,0.5,0.003257476112247304,0.007112214371340575,0.10207874745524931,0.06608941300366311,16.31641312607798,1.0807636441476147,-0.18698946896530677
87,0.1,0.48,0.03,0.12,1.25,0.0054158648365353335,0.5,0.003257476112247304,0.007112214371340575,0.10207874745524931,0.06608941300366311,16.31641312607798,1.0807636441476147,-0.18698946896530677
88,0.1,0.48,0.05,0.12,1.25,0.0054158648365353335,0.5,0.003257476112247304,0.007112214371340575,0.10207874745524931,0.06608941300366311,16.31641312607798,1.0807636441476147,-0.18698946896530677
89,0.12,0.48,0.03,0.12,1.25,0.0054158648365353335,0.5,0.003257476112247304,0.007112214371340575,0.10207874745524931,0.06608941300366311,16.31641312607798,1.0807636441476147,-0.18698946896530677
90,0.12,0.48,0.05,0.12,1.25,0.0054158648365353335,0.5,0.003257476112247304,0.007112214371340575,0.10207874745524931,0.06608941300366311,16.31641312607798,1.0807636441476147,-0.18698946896530677
91,0.08,0.42,0.03,0.12,1.3,0.0045205002020790586,0.5,0.004631813592667233,0.006297612160993227,0.10820664733304614,0.24038847237059358,16.49071218544491,1.0785986220142905,-0.18919080603566385
92,0.08,0.42,0.05,0.12,1.3,0.0045205002020790586,0.5,0.004631813592667233,0.006297612160993227,0.10820664733304614,0.24038847237059358,16.49071218544491,1.0785986220142905,-0.18919080603566385
93,0.1,0.42,0.03,0.12,1.3,0.0045205002020790586,0.5,0.004631813592667233,0.006297612160993227,0.10820664733304614,0.24038847237059358,16.49071218544491,1.0785986220142905,-0.18919080603566385
94,0.1,0.42,0.05,0.12,1.3,0.0045205002020790586,0.5,0.004631813592667233,0.006297612160993227,0.10820664733304614,0.24038847237059358,16.49071218544491,1.0785986220142905,-0.18919080603566385
95,0.12,0.42,0.03,0.12,1.3,0.0045205002020790586,0.5,0.004631813592667233,0.006297612160993227,0.10820664733304614,0.24038847237059358,16.49071218544491,1.0785986220142905,-0.18919080603566385
96,0.12,0.42,0.05,0.12,1.3,0.0045205002020790586,0.5,0.004631813592667233,0.006297612160993227,0.10820664733304614,0.24038847237059358,16.49071218544491,1.0785986220142905,-0.18919080603566385
97,0.08,0.45,0.03,0.12,1.25,0.001839191832837317,0.5,0.004309985062228627,0.0036116400123173964,0.10378322832532239,-0.06308947855221803,16.187234234522098,1.0807913198198311,-0.18698946896530777
98,0.08,0.45,0.05,0.12,1.25,0.001839191832837317,0.5,0.004309985062228627,0.0036116400123173964,0.10378322832532239,-0.06308947855221803,16.187234234522098,1.0807913198198311,-0.18698946896530777
99,0.1,0.45,0.03,0.12,1.25,0.001839191832837317,0.5,0.004309985062228627,0.0036116400123173964,0.10378322832532239,-0.06308947855221803,16.187234234522098,1.0807913198198311,-0.18698946896530777
100,0.1,0.45,0.05,0.12,1.25,0.001839191832837317,0.5,0.004309985062228627,0.0036116400123173964,0.10378322832532239,-0.06308947855221803,16.187234234522098,1.0807913198198311,-0.18698946896530777
101,0.12,0.45,0.03,0.12,1.25,0.001839191832837317,0.5,0.004309985062228627,0.0036116400123173964,0.10378322832532239,-0.06308947855221803,16.187234234522098,1.0807913198198311,-0.18698946896530777
102,0.12,0.45,0.05,0.12,1.25,0.001839191832837317,0.5,0.004309985062228627,0.0036116400123173964,0.10378322832532239,-0.06308947855221803,16.187234234522098,1.0807913198198311,-0.18698946896530777
103,0.08,0.48,0.03,0.12,1.2,-0.0008975431031483794,0.5,0.003989688012010439,0.0008492688799064396,0.09801007063211459,-0.36481823589518214,15.885505477179134,1.0823405121493062,-0.18478512251931256
104,0.08,0.48,0.05,0.12,1.2,-0.0008975431031483794,0.5,0.003989688012010439,0.0008492688799064396,0.09801007063211459,-0.36481823589518214,15.885505477179134,1.0823405121493062,-0.18478512251931256
105,0.1,0.48,0.03,0.12,1.2,-0.0008975431031483794,0.5,0.003989688012010439,0.0008492688799064396,0.09801007063211459,-0.36481823589518214,15.885505477179134,1.0823405121493062,-0.18478512251931256
106,0.1,0.48,0.05,0.12,1.2,-0.0008975431031483794,0.5,0.003989688012010439,0.0008492688799064396,0.09801007063211459,-0.36481823589518214,15.885505477179134,1.0823405121493062,-0.18478512251931256
107,0.12,0.48,0.03,0.12,1.2,-0.0008975431031483794,0.5,0.003989688012010439,0.0008492688799064396,0.09801007063211459,-0.36481823589518214,15.885505477179134,1.0823405121493062,-0.18478512251931256
108,0.12,0.48,0.05,0.12,1.2,-0.0008975431031483794,0.5,0.003989688012010439,0.0008492688799064396,0.09801007063211459,-0.36481823589518214,15.885505477179134,1.0823405121493062,-0.18478512251931256
109,0.08,0.42,0.03,0.12,1.25,-0.0017809691192649524,0.5,0.0053638702134140015,4.617222034103419e-05,0.10482680945093603,-0.19421057508989392,16.056113137984422,1.080567550939828,-0.18698946896530777
110,0.08,0.42,0.05,0.12,1.25,-0.0017809691192649524,0.5,0.0053638702134140015,4.617222034103419e-05,0.10482680945093603,-0.19421057508989392,16.056113137984422,1.080567550939828,-0.18698946896530777
111,0.1,0.42,0.03,0.12,1.25,-0.0017809691192649524,0.5,0.0053638702134140015,4.617222034103419e-05,0.10482680945093603,-0.19421057508989392,16.056113137984422,1.080567550939828,-0.18698946896530777
112,0.1,0.42,0.05,0.12,1.25,-0.0017809691192649524,0.5,0.0053638702134140015,4.617222034103419e-05,0.10482680945093603,-0.19421057508989392,16.056113137984422,1.080567550939828,-0.18698946896530777
113,0.12,0.42,0.03,0.12,1.25,-0.0017809691192649524,0.5,0.0053638702134140015,4.617222034103419e-05,0.10482680945093603,-0.19421057508989392,16.056113137984422,1.080567550939828,-0.18698946896530777
114,0.12,0.42,0.05,0.12,1.25,-0.0017809691192649524,0.5,0.0053638702134140015,4.617222034103419e-05,0.10482680945093603,-0.19421057508989392,16.056113137984422,1.080567550939828,-0.18698946896530777
115,0.08,0.45,0.03,0.12,1.2,-0.004457870399012798,0.5,0.005042293828741939,-0.002635354043437954,0.09979849804422924,-0.4905767493975066,15.75974696367681,1.082415386032385,-0.18478512251931278
116,0.08,0.45,0.05,0.12,1.2,-0.004457870399012798,0.5,0.005042293828741939,-0.002635354043437954,0.09979849804422924,-0.4905767493975066,15.75974696367681,1.082415386032385,-0.18478512251931278
117,0.1,0.45,0.03,0.12,1.2,-0.004457870399012798,0.5,0.005042293828741939,-0.002635354043437954,0.09979849804422924,-0.4905767493975066,15.75974696367681,1.082415386032385,-0.18478512251931278
118,0.1,0.45,0.05,0.12,1.2,-0.004457870399012798,0.5,0.005042293828741939,-0.002635354043437954,0.09979849804422924,-0.4905767493975066,15.75974696367681,1.082415386032385,-0.18478512251931278
119,0.12,0.45,0.03,0.12,1.2,-0.004457870399012798,0.5,0.005042293828741939,-0.002635354043437954,0.09979849804422924,-0.4905767493975066,15.75974696367681,1.082415386032385,-0.18478512251931278
120,0.12,0.45,0.05,0.12,1.2,-0.004457870399012798,0.5,0.005042293828741939,-0.002635354043437954,0.09979849804422924,-0.4905767493975066,15.75974696367681,1.082415386032385,-0.18478512251931278
121,0.08,0.42,0.03,0.12,1.2,-0.008061498402037626,0.5,0.006096275970787213,-0.0061845906588614,0.10426427542812006,-0.6182263047056225,15.632097408368693,1.0822339299539958,-0.18478512251931334
122,0.08,0.42,0.05,0.12,1.2,-0.008061498402037626,0.5,0.006096275970787213,-0.0061845906588614,0.10426427542812006,-0.6182263047056225,15.632097408368693,1.0822339299539958,-0.18478512251931334
123,0.1,0.42,0.03,0.12,1.2,-0.008061498402037626,0.5,0.006096275970787213,-0.0061845906588614,0.10426427542812006,-0.6182263047056225,15.632097408368693,1.0822339299539958,-0.18478512251931334
124,0.1,0.42,0.05,0.12,1.2,-0.008061498402037626,0.5,0.006096275970787213,-0.0061845906588614,0.10426427542812006,-0.6182263047056225,15.632097408368693,1.0822339299539958,-0.18478512251931334
125,0.12,0.42,0.03,0.12,1.2,-0.008061498402037626,0.5,0.006096275970787213,-0.0061845906588614,0.10426427542812006,-0.6182263047056225,15.632097408368693,1.0822339299539958,-0.18478512251931334
126,0.12,0.42,0.05,0.12,1.2,-0.008061498402037626,0.5,0.006096275970787213,-0.0061845906588614,0.10426427542812006,-0.6182263047056225,15.632097408368693,1.0822339299539958,-0.18478512251931334
127,0.08,0.48,0.03,0.12,1.1,-0.013461304117243111,0.5,0.005455158154839601,-0.011614360897266529,0.08854554152291227,-1.1953092003712662,15.05501451270305,1.084487163861863,-0.18036743580732184
128,0.08,0.48,0.05,0.12,1.1,-0.013461304117243111,0.5,0.005455158154839601,-0.011614360897266529,0.08854554152291227,-1.1953092003712662,15.05501451270305,1.084487163861863,-0.18036743580732184
129,0.1,0.48,0.03,0.12,1.1,-0.013461304117243111,0.5,0.005455158154839601,-0.011614360897266529,0.08854554152291227,-1.1953092003712662,15.05501451270305,1.084487163861863,-0.18036743580732184
130,0.1,0.48,0.05,0.12,1.1,-0.013461304117243111,0.5,0.005455158154839601,-0.011614360897266529,0.08854554152291227,-1.1953092003712662,15.05501451270305,1.084487163861863,-0.18036743580732184
131,0.12,0.48,0.03,0.12,1.1,-0.013461304117243111,0.5,0.005455158154839601,-0.011614360897266529,0.08854554152291227,-1.1953092003712662,15.05501451270305,1.084487163861863,-0.18036743580732184
132,0.12,0.48,0.05,0.12,1.1,-0.013461304117243111,0.5,0.005455158154839601,-0.011614360897266529,0.08854554152291227,-1.1953092003712662,15.05501451270305,1.084487163861863,-0.18036743580732184
133,0.08,0.45,0.03,0.12,1.1,-0.01698911130282077,0.5,0.00650795641453733,-0.015067247517726035,0.09389898454054091,-1.314476340540681,14.935847372533635,1.084656278131654,-0.1803674358073224
134,0.08,0.45,0.05,0.12,1.1,-0.01698911130282077,0.5,0.00650795641453733,-0.015067247517726035,0.09389898454054091,-1.314476340540681,14.935847372533635,1.084656278131654,-0.1803674358073224
135,0.1,0.45,0.03,0.12,1.1,-0.01698911130282077,0.5,0.00650795641453733,-0.015067247517726035,0.09389898454054091,-1.314476340540681,14.935847372533635,1.084656278131654,-0.1803674358073224
136,0.1,0.45,0.05,0.12,1.1,-0.01698911130282077,0.5,0.00650795641453733,-0.015067247517726035,0.09389898454054091,-1.314476340540681,14.935847372533635,1.084656278131654,-0.1803674358073224
137,0.12,0.45,0.03,0.12,1.1,-0.01698911130282077,0.5,0.00650795641453733,-0.015067247517726035,0.09389898454054091,-1.314476340540681,14.935847372533635,1.084656278131654,-0.1803674358073224
138,0.12,0.45,0.05,0.12,1.1,-0.01698911130282077,0.5,0.00650795641453733,-0.015067247517726035,0.09389898454054091,-1.314476340540681,14.935847372533635,1.084656278131654,-0.1803674358073224
