rank,stress_cap,derisk_cap,panic_cap,override_scale,min_median_terminal,min_pass_rate_terminal,avg_full_terminal,avg_full_sharpe,worst_fold_maxdd,worst_stress_maxdd,full_candidate_maxdd,fold_margin,stress_margin,full_margin,min_margin,wealth_dd_ratio,robust_score
11,0.14,0.3,0.12,1.05,1.857690233656357,1.0,32.64573500881739,1.04837081496748,-0.09618675044793923,-0.22549466474687874,-0.27643869998416704,0.12381324955206077,0.04050533525312128,-0.005438699984167017,-0.005438699984167017,118.09393912895396,91.87518523636703
12,0.14,0.3,0.14,1.05,1.857690233656357,1.0,32.64573500881739,1.04837081496748,-0.09618675044793923,-0.22549466474687874,-0.27643869998416704,0.12381324955206077,0.04050533525312128,-0.005438699984167017,-0.005438699984167017,118.09393912895396,91.87518523636703
13,0.2,0.3,0.08,1.05,1.857690233656357,1.0,33.0155896787171,1.0279631026034406,-0.12208396749519335,-0.28153452185653316,-0.2812179784805837,0.09791603250480665,-0.015534521856533146,-0.0102179784805837,-0.015534521856533146,117.40213003841293,91.84457470916158
14,0.2,0.3,0.1,1.05,1.857690233656357,1.0,33.0155896787171,1.0279631026034406,-0.12208396749519335,-0.28153452185653316,-0.2812179784805837,0.09791603250480665,-0.015534521856533146,-0.0102179784805837,-0.015534521856533146,117.40213003841293,91.84457470916158
15,0.2,0.3,0.12,1.05,1.857690233656357,1.0,33.0155896787171,1.0279631026034406,-0.12208396749519335,-0.28153452185653316,-0.2812179784805837,0.09791603250480665,-0.015534521856533146,-0.0102179784805837,-0.015534521856533146,117.40213003841293,91.84457470916158
16,0.2,0.3,0.14,1.05,1.857690233656357,1.0,33.0155896787171,1.0279631026034406,-0.12208396749519335,-0.28153452185653316,-0.2812179784805837,0.09791603250480665,-0.015534521856533146,-0.0102179784805837,-0.015534521856533146,117.40213003841293,91.84457470916158
17,0.12,0.3,0.08,1.05,1.857690233656357,1.0,32.433869255524755,1.0565017531644023,-0.08303912055314733,-0.19645453860621476,-0.27643869998416704,0.13696087944685267,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,117.32752779325904,91.28174000286631
18,0.12,0.3,0.1,1.05,1.857690233656357,1.0,32.433869255524755,1.0565017531644023,-0.08303912055314733,-0.19645453860621476,-0.27643869998416704,0.13696087944685267,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,117.32752779325904,91.28174000286631
19,0.12,0.3,0.12,1.05,1.857690233656357,1.0,32.433869255524755,1.0565017531644023,-0.08303912055314733,-0.19645453860621476,-0.27643869998416704,0.13696087944685267,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,117.32752779325904,91.28174000286631
20,0.12,0.3,0.14,1.05,1.857690233656357,1.0,32.433869255524755,1.0565017531644023,-0.08303912055314733,-0.19645453860621476,-0.27643869998416704,0.13696087944685267,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,117.32752779325904,91.28174000286631
21,0.16,0.3,0.08,1.0,1.8350321363048376,1.0,30.8432537278925,1.0400848252785262,-0.10914617784325675,-0.2535937046373705,-0.26852152111364114,0.11085382215674325,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,114.86324671473655,88.49528644474827
22,0.16,0.3,0.1,1.0,1.8350321363048376,1.0,30.8432537278925,1.0400848252785262,-0.10914617784325675,-0.2535937046373705,-0.26852152111364114,0.11085382215674325,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,114.86324671473655,88.49528644474827
23,0.16,0.3,0.12,1.0,1.8350321363048376,1.0,30.8432537278925,1.0400848252785262,-0.10914617784325675,-0.2535937046373705,-0.26852152111364114,0.11085382215674325,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,114.86324671473655,88.49528644474827
24,0.16,0.3,0.14,1.0,1.8350321363048376,1.0,30.8432537278925,1.0400848252785262,-0.10914617784325675,-0.2535937046373705,-0.26852152111364114,0.11085382215674325,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,114.86324671473655,88.49528644474827
25,0.14,0.3,0.08,1.0,1.8350321363048376,1.0,30.652872787029043,1.0499783866833932,-0.0961640486902644,-0.22549466474687874,-0.26852152111364114,0.1238359513097356,0.04050533525312128,0.0024784788863588814,0.0024784788863588814,114.15424975958044,87.95238573858774
26,0.14,0.3,0.1,1.0,1.8350321363048376,1.0,30.652872787029043,1.0499783866833932,-0.0961640486902644,-0.22549466474687874,-0.26852152111364114,0.1238359513097356,0.04050533525312128,0.0024784788863588814,0.0024784788863588814,114.15424975958044,87.95238573858774
27,0.14,0.3,0.12,1.0,1.8350321363048376,1.0,30.652872787029043,1.0499783866833932,-0.0961640486902644,-0.22549466474687874,-0.26852152111364114,0.1238359513097356,0.04050533525312128,0.0024784788863588814,0.0024784788863588814,114.15424975958044,87.95238573858774
28,0.14,0.3,0.14,1.0,1.8350321363048376,1.0,30.652872787029043,1.0499783866833932,-0.0961640486902644,-0.22549466474687874,-0.26852152111364114,0.1238359513097356,0.04050533525312128,0.0024784788863588814,0.0024784788863588814,114.15424975958044,87.95238573858774
29,0.16,0.28,0.08,1.05,1.835619479493263,1.0,31.110211692661448,1.0334164642368098,-0.10916856690477095,-0.2535937046373705,-0.27643869998416704,0.11083143309522905,0.012406295362629494,-0.005438699984167017,-0.005438699984167017,112.53927794640649,87.55934045879121
30,0.16,0.28,0.1,1.05,1.835619479493263,1.0,31.110211692661448,1.0334164642368098,-0.10916856690477095,-0.2535937046373705,-0.27643869998416704,0.11083143309522905,0.012406295362629494,-0.005438699984167017,-0.005438699984167017,112.53927794640649,87.55934045879121
31,0.16,0.28,0.12,1.05,1.835619479493263,1.0,31.110211692661448,1.0334164642368098,-0.10916856690477095,-0.2535937046373705,-0.27643869998416704,0.11083143309522905,0.012406295362629494,-0.005438699984167017,-0.005438699984167017,112.53927794640649,87.55934045879121
32,0.16,0.28,0.14,1.05,1.835619479493263,1.0,31.110211692661448,1.0334164642368098,-0.10916856690477095,-0.2535937046373705,-0.27643869998416704,0.11083143309522905,0.012406295362629494,-0.005438699984167017,-0.005438699984167017,112.53927794640649,87.55934045879121
33,0.12,0.3,0.08,1.0,1.8350321363048376,1.0,30.45394326613635,1.05852536043654,-0.08301610231039902,-0.19645453860621476,-0.26852152111364114,0.13698389768960098,0.06954546139378526,0.0024784788863588814,0.0024784788863588814,113.41341706927066,87.3847492672908
34,0.12,0.3,0.1,1.0,1.8350321363048376,1.0,30.45394326613635,1.05852536043654,-0.08301610231039902,-0.19645453860621476,-0.26852152111364114,0.13698389768960098,0.06954546139378526,0.0024784788863588814,0.0024784788863588814,113.41341706927066,87.3847492672908
35,0.12,0.3,0.12,1.0,1.8350321363048376,1.0,30.45394326613635,1.05852536043654,-0.08301610231039902,-0.19645453860621476,-0.26852152111364114,0.13698389768960098,0.06954546139378526,0.0024784788863588814,0.0024784788863588814,113.41341706927066,87.3847492672908
36,0.12,0.3,0.14,1.0,1.8350321363048376,1.0,30.45394326613635,1.05852536043654,-0.08301610231039902,-0.19645453860621476,-0.26852152111364114,0.13698389768960098,0.06954546139378526,0.0024784788863588814,0.0024784788863588814,113.41341706927066,87.3847492672908
37,0.18,0.28,0.08,1.05,1.835619479493263,1.0,31.29346568194952,1.0226309157673996,-0.12198634484573156,-0.28077774394434374,-0.2804464691070878,0.09801365515426844,-0.014777743944343724,-0.009446469107087796,-0.014777743944343724,111.58445239686789,87.21632934381522
38,0.18,0.28,0.1,1.05,1.835619479493263,1.0,31.29346568194952,1.0226309157673996,-0.12198634484573156,-0.28077774394434374,-0.2804464691070878,0.09801365515426844,-0.014777743944343724,-0.009446469107087796,-0.014777743944343724,111.58445239686789,87.21632934381522
39,0.18,0.28,0.12,1.05,1.835619479493263,1.0,31.29346568194952,1.0226309157673996,-0.12198634484573156,-0.28077774394434374,-0.2804464691070878,0.09801365515426844,-0.014777743944343724,-0.009446469107087796,-0.014777743944343724,111.58445239686789,87.21632934381522
40,0.18,0.28,0.14,1.05,1.835619479493263,1.0,31.29346568194952,1.0226309157673996,-0.12198634484573156,-0.28077774394434374,-0.2804464691070878,0.09801365515426844,-0.014777743944343724,-0.009446469107087796,-0.014777743944343724,111.58445239686789,87.21632934381522
41,0.18,0.3,0.08,1.0,1.8350321363048376,1.0,30.969348070813577,1.0320237268571808,-0.1183221072096029,-0.27654824654814536,-0.27622953042878906,0.1016778927903971,-0.010548246548145346,-0.005229530428789042,-0.010548246548145346,112.11454482343031,87.18028399515943
42,0.18,0.3,0.1,1.0,1.8350321363048376,1.0,30.969348070813577,1.0320237268571808,-0.1183221072096029,-0.27654824654814536,-0.27622953042878906,0.1016778927903971,-0.010548246548145346,-0.005229530428789042,-0.010548246548145346,112.11454482343031,87.18028399515943
43,0.18,0.3,0.12,1.0,1.8350321363048376,1.0,30.969348070813577,1.0320237268571808,-0.1183221072096029,-0.27654824654814536,-0.27622953042878906,0.1016778927903971,-0.010548246548145346,-0.005229530428789042,-0.010548246548145346,112.11454482343031,87.18028399515943
44,0.18,0.3,0.14,1.0,1.8350321363048376,1.0,30.969348070813577,1.0320237268571808,-0.1183221072096029,-0.27654824654814536,-0.27622953042878906,0.1016778927903971,-0.010548246548145346,-0.005229530428789042,-0.010548246548145346,112.11454482343031,87.18028399515943
45,0.14,0.28,0.08,1.05,1.835619479493263,1.0,30.91817787536569,1.043018911511519,-0.096186750447939,-0.22549466474687874,-0.27643869998416704,0.123813249552061,0.04050533525312128,-0.005438699984167017,-0.005438699984167017,111.8446074197879,87.0218918676411
46,0.14,0.28,0.1,1.05,1.835619479493263,1.0,30.91817787536569,1.043018911511519,-0.096186750447939,-0.22549466474687874,-0.27643869998416704,0.123813249552061,0.04050533525312128,-0.005438699984167017,-0.005438699984167017,111.8446074197879,87.0218918676411
47,0.14,0.28,0.12,1.05,1.835619479493263,1.0,30.91817787536569,1.043018911511519,-0.096186750447939,-0.22549466474687874,-0.27643869998416704,0.123813249552061,0.04050533525312128,-0.005438699984167017,-0.005438699984167017,111.8446074197879,87.0218918676411
48,0.14,0.28,0.14,1.05,1.835619479493263,1.0,30.91817787536569,1.043018911511519,-0.096186750447939,-0.22549466474687874,-0.27643869998416704,0.123813249552061,0.04050533525312128,-0.005438699984167017,-0.005438699984167017,111.8446074197879,87.0218918676411
49,0.2,0.28,0.08,1.05,1.835619479493263,1.0,31.268463028023255,1.0222638498636818,-0.12208396749519379,-0.28153452185653316,-0.2812035686413721,0.09791603250480621,-0.015534521856533146,-0.010203568641372063,-0.015534521856533146,111.19511455383032,86.99280046562848
50,0.2,0.28,0.1,1.05,1.835619479493263,1.0,31.268463028023255,1.0222638498636818,-0.12208396749519379,-0.28153452185653316,-0.2812035686413721,0.09791603250480621,-0.015534521856533146,-0.010203568641372063,-0.015534521856533146,111.19511455383032,86.99280046562848
51,0.2,0.28,0.12,1.05,1.835619479493263,1.0,31.268463028023255,1.0222638498636818,-0.12208396749519379,-0.28153452185653316,-0.2812035686413721,0.09791603250480621,-0.015534521856533146,-0.010203568641372063,-0.015534521856533146,111.19511455383032,86.99280046562848
52,0.2,0.28,0.14,1.05,1.835619479493263,1.0,31.268463028023255,1.0222638498636818,-0.12208396749519379,-0.28153452185653316,-0.2812035686413721,0.09791603250480621,-0.015534521856533146,-0.010203568641372063,-0.015534521856533146,111.19511455383032,86.99280046562848
53,0.2,0.3,0.08,1.0,1.8350321363048376,1.0,30.943487068401158,1.031735621333742,-0.1183221072096029,-0.27718787116745724,-0.27686941273292187,0.1016778927903971,-0.01118787116745723,-0.005869412732921853,-0.01118787116745723,111.76202803684332,86.97490885525228
54,0.2,0.3,0.1,1.0,1.8350321363048376,1.0,30.943487068401158,1.031735621333742,-0.1183221072096029,-0.27718787116745724,-0.27686941273292187,0.1016778927903971,-0.01118787116745723,-0.005869412732921853,-0.01118787116745723,111.76202803684332,86.97490885525228
55,0.2,0.3,0.12,1.0,1.8350321363048376,1.0,30.943487068401158,1.031735621333742,-0.1183221072096029,-0.27718787116745724,-0.27686941273292187,0.1016778927903971,-0.01118787116745723,-0.005869412732921853,-0.01118787116745723,111.76202803684332,86.97490885525228
56,0.2,0.3,0.14,1.0,1.8350321363048376,1.0,30.943487068401158,1.031735621333742,-0.1183221072096029,-0.27718787116745724,-0.27686941273292187,0.1016778927903971,-0.01118787116745723,-0.005869412732921853,-0.01118787116745723,111.76202803684332,86.97490885525228
57,0.12,0.28,0.08,1.05,1.835619479493263,1.0,30.71752155239392,1.0513020830469668,-0.0830391205531471,-0.19645453860621476,-0.27643869998416704,0.1369608794468529,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,111.1187455090523,86.45996122360862
58,0.12,0.28,0.1,1.05,1.835619479493263,1.0,30.71752155239392,1.0513020830469668,-0.0830391205531471,-0.19645453860621476,-0.27643869998416704,0.1369608794468529,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,111.1187455090523,86.45996122360862
59,0.12,0.28,0.12,1.05,1.835619479493263,1.0,30.71752155239392,1.0513020830469668,-0.0830391205531471,-0.19645453860621476,-0.27643869998416704,0.1369608794468529,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,111.1187455090523,86.45996122360862
60,0.12,0.28,0.14,1.05,1.835619479493263,1.0,30.71752155239392,1.0513020830469668,-0.0830391205531471,-0.19645453860621476,-0.27643869998416704,0.1369608794468529,0.06954546139378526,-0.005438699984167017,-0.005438699984167017,111.1187455090523,86.45996122360862
61,0.16,0.3,0.08,0.95,1.8125469292711491,1.0,28.94594703565334,1.040559414971109,-0.10912378878174245,-0.2535937046373705,-0.26054622201572375,0.11087621121825755,0.012406295362629494,0.010453777984276269,0.010453777984276269,111.09716660526544,84.75491111120166
62,0.16,0.3,0.1,0.95,1.8125469292711491,1.0,28.94594703565334,1.040559414971109,-0.10912378878174245,-0.2535937046373705,-0.26054622201572375,0.11087621121825755,0.012406295362629494,0.010453777984276269,0.010453777984276269,111.09716660526544,84.75491111120166
63,0.16,0.3,0.12,0.95,1.8125469292711491,1.0,28.94594703565334,1.040559414971109,-0.10912378878174245,-0.2535937046373705,-0.26054622201572375,0.11087621121825755,0.012406295362629494,0.010453777984276269,0.010453777984276269,111.09716660526544,84.75491111120166
64,0.16,0.3,0.14,0.95,1.8125469292711491,1.0,28.94594703565334,1.040559414971109,-0.10912378878174245,-0.2535937046373705,-0.26054622201572375,0.11087621121825755,0.012406295362629494,0.010453777984276269,0.010453777984276269,111.09716660526544,84.75491111120166
65,0.14,0.3,0.08,0.95,1.8125469292711491,1.0,28.767280157801572,1.0509185363782532,-0.09614134693259024,-0.22549466474687874,-0.26054622201572375,0.12385865306740976,0.04050533525312128,0.010453777984276269,0.010453777984276269,110.41142694468044,84.23544622733881
66,0.14,0.3,0.1,0.95,1.8125469292711491,1.0,28.767280157801572,1.0509185363782532,-0.09614134693259024,-0.22549466474687874,-0.26054622201572375,0.12385865306740976,0.04050533525312128,0.010453777984276269,0.010453777984276269,110.41142694468044,84.23544622733881
67,0.14,0.3,0.12,0.95,1.8125469292711491,1.0,28.767280157801572,1.0509185363782532,-0.09614134693259024,-0.22549466474687874,-0.26054622201572375,0.12385865306740976,0.04050533525312128,0.010453777984276269,0.010453777984276269,110.41142694468044,84.23544622733881
68,0.14,0.3,0.14,0.95,1.8125469292711491,1.0,28.767280157801572,1.0509185363782532,-0.09614134693259024,-0.22549466474687874,-0.26054622201572375,0.12385865306740976,0.04050533525312128,0.010453777984276269,0.010453777984276269,110.41142694468044,84.23544622733881
69,0.16,0.28,0.08,1.0,1.8132311934096221,1.0,29.210983047702292,1.034698895745341,-0.10914617784325642,-0.2535937046373705,-0.26852152111364114,0.11085382215674358,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,108.78451353379566,83.822571988181
70,0.16,0.28,0.1,1.0,1.8132311934096221,1.0,29.210983047702292,1.034698895745341,-0.10914617784325642,-0.2535937046373705,-0.26852152111364114,0.11085382215674358,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,108.78451353379566,83.822571988181
71,0.16,0.28,0.12,1.0,1.8132311934096221,1.0,29.210983047702292,1.034698895745341,-0.10914617784325642,-0.2535937046373705,-0.26852152111364114,0.11085382215674358,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,108.78451353379566,83.822571988181
72,0.16,0.28,0.14,1.0,1.8132311934096221,1.0,29.210983047702292,1.034698895745341,-0.10914617784325642,-0.2535937046373705,-0.26852152111364114,0.11085382215674358,0.012406295362629494,0.0024784788863588814,0.0024784788863588814,108.78451353379566,83.822571988181
73,0.12,0.3,0.08,0.95,1.8125469292711491,1.0,28.58059052463393,1.0598901114226122,-0.08299308406765082,-0.19645453860621476,-0.26054622201572375,0.13700691593234918,0.06954546139378526,0.010453777984276269,0.010453777984276269,109.69489522250342,83.69228504809155
74,0.12,0.3,0.1,0.95,1.8125469292711491,1.0,28.58059052463393,1.0598901114226122,-0.08299308406765082,-0.19645453860621476,-0.26054622201572375,0.13700691593234918,0.06954546139378526,0.010453777984276269,0.010453777984276269,109.69489522250342,83.69228504809155
75,0.12,0.3,0.12,0.95,1.8125469292711491,1.0,28.58059052463393,1.0598901114226122,-0.08299308406765082,-0.19645453860621476,-0.26054622201572375,0.13700691593234918,0.06954546139378526,0.010453777984276269,0.010453777984276269,109.69489522250342,83.69228504809155
76,0.12,0.3,0.14,0.95,1.8125469292711491,1.0,28.58059052463393,1.0598901114226122,-0.08299308406765082,-0.19645453860621476,-0.26054622201572375,0.13700691593234918,0.06954546139378526,0.010453777984276269,0.010453777984276269,109.69489522250342,83.69228504809155
