rank,rerisk,hold,cap,derisk,override_scale,min_median_delta_terminal,min_pass_rate_terminal,worst_median_delta_maxdd,avg_median_delta_terminal,avg_median_delta_sharpe,full_delta_terminal,full_candidate_terminal,full_candidate_sharpe,full_candidate_maxdd
48,0.1,0.46,0.03,0.14,1.2,0.043768010931305446,1.0,-0.007210345664185214,0.07543676772496251,-0.011865829426160138,5.099490727529091,25.173531432665715,1.0775939440685858,-0.2190154619798288
49,0.06,0.48,0.03,0.14,1.2,0.04359999655375102,1.0,-0.007210345664185158,0.07577047778072432,-0.016881214477869222,5.236519710169102,25.310560415305726,1.0778694892719423,-0.21901546197982846
50,0.08,0.48,0.03,0.14,1.2,0.04359999655375102,1.0,-0.007210345664185158,0.07577047778072432,-0.016881214477869222,5.236519710169102,25.310560415305726,1.0778694892719423,-0.21901546197982846
51,0.1,0.48,0.03,0.14,1.2,0.04359999655375102,1.0,-0.007210345664185158,0.07577047778072432,-0.016881214477869222,5.236519710169102,25.310560415305726,1.0778694892719423,-0.21901546197982846
52,0.06,0.5,0.03,0.14,1.2,0.04342086269635459,1.0,-0.007210345664185214,0.07580029194433173,-0.02210741015015083,5.373654020005432,25.447694725142057,1.0780767910133244,-0.21901546197982857
53,0.08,0.5,0.03,0.14,1.2,0.04342086269635459,1.0,-0.007210345664185214,0.07580029194433173,-0.02210741015015083,5.373654020005432,25.447694725142057,1.0780767910133244,-0.21901546197982857
54,0.1,0.5,0.03,0.14,1.2,0.04342086269635459,1.0,-0.007210345664185214,0.07580029194433173,-0.02210741015015083,5.373654020005432,25.447694725142057,1.0780767910133244,-0.21901546197982857
55,0.06,0.46,0.03,0.12,1.3,-7.276673611422702e-05,0.5,-0.006290136284017589,0.04142135614686845,-0.058321714608634,2.190505459131437,22.26454616426806,1.057882317483953,-0.2141402572171205
56,0.08,0.46,0.03,0.12,1.3,-7.276673611422702e-05,0.5,-0.006290136284017589,0.04142135614686845,-0.058321714608634,2.190505459131437,22.26454616426806,1.057882317483953,-0.2141402572171205
57,0.1,0.46,0.03,0.12,1.3,-7.276673611422702e-05,0.5,-0.006290136284017589,0.04142135614686845,-0.058321714608634,2.190505459131437,22.26454616426806,1.057882317483953,-0.2141402572171205
58,0.06,0.48,0.03,0.12,1.3,-0.0002349507058261313,0.5,-0.006290136284017422,0.041836416379315546,-0.06335073121159317,2.3117151158258977,22.385755820962522,1.058164607299196,-0.21414025721712038
59,0.08,0.48,0.03,0.12,1.3,-0.0002349507058261313,0.5,-0.006290136284017422,0.041836416379315546,-0.06335073121159317,2.3117151158258977,22.385755820962522,1.058164607299196,-0.21414025721712038
60,0.1,0.48,0.03,0.12,1.3,-0.0002349507058261313,0.5,-0.006290136284017422,0.041836416379315546,-0.06335073121159317,2.3117151158258977,22.385755820962522,1.058164607299196,-0.21414025721712038
61,0.06,0.5,0.03,0.12,1.3,-0.000400241017610381,0.5,-0.006290136284017811,0.04224901125471614,-0.06861666094060659,2.433355252509074,22.5073959576457,1.0583820460444857,-0.21414025721712127
62,0.08,0.5,0.03,0.12,1.3,-0.000400241017610381,0.5,-0.006290136284017811,0.04224901125471614,-0.06861666094060659,2.433355252509074,22.5073959576457,1.0583820460444857,-0.21414025721712127
63,0.1,0.5,0.03,0.12,1.3,-0.000400241017610381,0.5,-0.006290136284017811,0.04224901125471614,-0.06861666094060659,2.433355252509074,22.5073959576457,1.0583820460444857,-0.21414025721712127
64,0.06,0.46,0.03,0.12,1.25,-0.004785080176683887,0.5,-0.006514595844994808,0.034458017164551526,-0.0657592375162369,1.579866606664119,21.653907311800744,1.059815752422817,-0.21369996743312292
65,0.08,0.46,0.03,0.12,1.25,-0.004785080176683887,0.5,-0.006514595844994808,0.034458017164551526,-0.0657592375162369,1.579866606664119,21.653907311800744,1.059815752422817,-0.21369996743312292
66,0.1,0.46,0.03,0.12,1.25,-0.004785080176683887,0.5,-0.006514595844994808,0.034458017164551526,-0.0657592375162369,1.579866606664119,21.653907311800744,1.059815752422817,-0.21369996743312292
67,0.06,0.48,0.03,0.12,1.25,-0.004946675442633608,0.5,-0.006514595844994864,0.03487105525897869,-0.07101226336894757,1.6977519052009775,21.771792610337602,1.0600799877002425,-0.21369996743312125
68,0.08,0.48,0.03,0.12,1.25,-0.004946675442633608,0.5,-0.006514595844994864,0.03487105525897869,-0.07101226336894757,1.6977519052009775,21.771792610337602,1.0600799877002425,-0.21369996743312125
69,0.1,0.48,0.03,0.12,1.25,-0.004946675442633608,0.5,-0.006514595844994864,0.03487105525897869,-0.07101226336894757,1.6977519052009775,21.771792610337602,1.0600799877002425,-0.21369996743312125
70,0.06,0.5,0.03,0.12,1.25,-0.005111367264286293,0.5,-0.006514595844994753,0.03528163711093785,-0.0764641892707756,1.816055877161503,21.890096582298128,1.060277911215207,-0.21369996743312258
71,0.08,0.5,0.03,0.12,1.25,-0.005111367264286293,0.5,-0.006514595844994753,0.03528163711093785,-0.0764641892707756,1.816055877161503,21.890096582298128,1.060277911215207,-0.21369996743312258
72,0.1,0.5,0.03,0.12,1.25,-0.005111367264286293,0.5,-0.006514595844994753,0.03528163711093785,-0.0764641892707756,1.816055877161503,21.890096582298128,1.060277911215207,-0.21369996743312258
73,0.06,0.46,0.03,0.12,1.2,-0.009662259047714339,0.0,-0.006226838136758506,0.02551859291400325,-0.07104699501878779,0.9269676437617846,21.00100834889841,1.063085624315044,-0.21116148489083908
74,0.08,0.46,0.03,0.12,1.2,-0.009662259047714339,0.0,-0.006226838136758506,0.02551859291400325,-0.07104699501878779,0.9269676437617846,21.00100834889841,1.063085624315044,-0.21116148489083908
75,0.1,0.46,0.03,0.12,1.2,-0.009662259047714339,0.0,-0.006226838136758506,0.02551859291400325,-0.07104699501878779,0.9269676437617846,21.00100834889841,1.063085624315044,-0.21116148489083908
76,0.06,0.48,0.03,0.12,1.2,-0.009823345698823593,0.0,-0.0062268381367596715,0.025928581092227232,-0.07635936739249144,1.041292175578672,21.115332880715297,1.063323519425467,-0.21116148489083775
77,0.08,0.48,0.03,0.12,1.2,-0.009823345698823593,0.0,-0.0062268381367596715,0.025928581092227232,-0.07635936739249144,1.041292175578672,21.115332880715297,1.063323519425467,-0.21116148489083775
78,0.1,0.48,0.03,0.12,1.2,-0.009823345698823593,0.0,-0.0062268381367596715,0.025928581092227232,-0.07635936739249144,1.041292175578672,21.115332880715297,1.063323519425467,-0.21116148489083775
79,0.06,0.5,0.03,0.12,1.2,-0.009995175057156858,0.0,-0.006226838136759727,0.026326425205522457,-0.08188713660751767,1.1557046634196446,21.22974536855627,1.0634882791565625,-0.21116148489083864
80,0.08,0.5,0.03,0.12,1.2,-0.009995175057156858,0.0,-0.006226838136759727,0.026326425205522457,-0.08188713660751767,1.1557046634196446,21.22974536855627,1.0634882791565625,-0.21116148489083864
81,0.1,0.5,0.03,0.12,1.2,-0.009995175057156858,0.0,-0.006226838136759727,0.026326425205522457,-0.08188713660751767,1.1557046634196446,21.22974536855627,1.0634882791565625,-0.21116148489083864
