rank,rerisk,hold,cap,derisk,override_scale,min_median_delta_terminal,min_pass_rate_terminal,worst_median_delta_maxdd,worst_fold_maxdd,avg_median_delta_terminal,avg_median_delta_sharpe,full_delta_terminal,full_candidate_terminal,full_candidate_sharpe,full_candidate_maxdd
80,0.03,0.42,0.03,0.26,1.0,0.09240783428371468,1.0,-0.015338193810653766,-0.1676490812110507,0.19055086537504223,0.13257889188996017,38.47870277508695,86.67030978074258,1.0790129882863655,-0.34448512564351297
81,0.0,0.4,0.02,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
82,0.0,0.4,0.03,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
83,0.01,0.4,0.02,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
84,0.01,0.4,0.03,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
85,0.02,0.4,0.02,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
86,0.02,0.4,0.03,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
87,0.03,0.4,0.02,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
88,0.03,0.4,0.03,0.26,1.0,0.08977641661179492,1.0,-0.015338193810653045,-0.16676356025942873,0.18782902480015706,0.1340224650810728,38.0069782364229,86.19858524207854,1.0784002634017957,-0.3444851256435133
89,0.0,0.38,0.02,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
90,0.0,0.38,0.03,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
91,0.01,0.38,0.02,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
92,0.01,0.38,0.03,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
93,0.02,0.38,0.02,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
94,0.02,0.38,0.03,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
95,0.03,0.38,0.02,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
96,0.03,0.38,0.03,0.26,1.0,0.08714450843421129,1.0,-0.015338193810653322,-0.1658776286429856,0.1851075743897379,0.1351839644201667,37.5369468828459,85.72855388850154,1.0777535822221955,-0.3444851256435124
97,0.0,0.44,0.02,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
98,0.0,0.44,0.03,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
99,0.01,0.44,0.02,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
100,0.01,0.44,0.03,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
101,0.02,0.44,0.02,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
102,0.02,0.44,0.03,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
103,0.03,0.44,0.02,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
104,0.03,0.44,0.03,0.22,1.1,0.05969481904853602,1.0,-0.007187543383389061,-0.15990316467465404,0.10875410844959794,0.1064397768495967,19.607512848482806,67.79911985413844,1.0780027496372022,-0.31978648454775416
105,0.0,0.42,0.02,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
106,0.0,0.42,0.03,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
