timestamp,step,mode,broker,symbol,data_symbol,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,interval_next_price,interval_simple_return,interval_model_ratio,interval_oracle_exposure,interval_oracle_ratio,interval_regret,interval_optimal_flag,bar_timestamp,bar_age_minutes,is_fresh_bar,is_new_bar,consecutive_stale_steps,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:37:04,0,paper,paper,SPY,BTC-USD,66767.03125,0.0006135098043983432,0.0016581344260885652,0.37000004025341554,0.37000004025341554,0.37005068040276,BUY,5.541657811143363e-06,66791.7253990684,0.6298631132225101,5.541657811143363e-06,0.9998631534759257,,,,,,,,,,2026-03-02 03:35:00+00:00,2.0469995333333335,1,1,0,17036,8,12,0.5,18
2026-03-02 11:37:06,1,paper,paper,SPY,BTC-USD,66767.03125,0.0006135098043983432,0.0016581344260885652,0.37000004025341554,0.37000004025341554,0.37005068040276,STALE_BAR,0.0,,0.6298631132225101,5.541657811143363e-06,0.9998631534759257,,,,,,,,,,2026-03-02 03:35:00+00:00,2.081242216666667,1,0,1,17036,8,12,0.5,18
2026-03-02 11:37:08,2,paper,paper,SPY,BTC-USD,66767.03125,0.0006135098043983432,0.0016581344260885652,0.37000004025341554,0.37000004025341554,0.37005068040276,STALE_BAR,0.0,,0.6298631132225101,5.541657811143363e-06,0.9998631534759257,,,,,,,,,,2026-03-02 03:35:00+00:00,2.1154862999999997,1,0,2,17036,8,12,0.5,18
2026-03-02 11:37:10,3,paper,paper,SPY,BTC-USD,66767.03125,0.0006135098043983432,0.0016581344260885652,0.37000004025341554,0.37000004025341554,0.37005068040276,STALE_BAR,0.0,,0.6298631132225101,5.541657811143363e-06,0.9998631534759257,,,,,,,,,,2026-03-02 03:35:00+00:00,2.1471489666666668,1,0,3,17036,8,12,0.5,18
