timestamp,step,selected_symbol,rank,symbol,score,forecast_return,target_exposure,confidence,reason,eligible,is_fresh,is_new_bar,bar_age_minutes
2026-03-02 12:54:02,0,DCRU.SI,1,DCRU.SI,1.5321752775702178,-0.002683861669132497,-0.5299989400031778,0.5299989400031778,ok,1,1,1,4154.018269166667
2026-03-02 12:54:02,0,DCRU.SI,2,AJBU.SI,1.400647867368949,-0.001156906015969862,-0.40000000000000585,0.40000000000000585,ok,1,1,1,4099.015046266667
2026-03-02 12:54:02,0,DCRU.SI,3,^SPX,1.256828671168019,-0.0002089455904333905,-0.25676124702004727,0.25676124702004727,ok,1,1,1,3523.9984698666667
2026-03-02 12:54:02,0,DCRU.SI,4,^VIX,1.1770777292159473,-0.0016849375739821882,-0.17672732980210615,0.17672732980210615,ok,1,1,1,3539.0017598333334
2026-03-02 12:54:02,0,DCRU.SI,5,^VVIX,1.1043273933274937,-0.0002951600283672859,-0.10429339959567008,0.10429339959567008,ok,1,1,1,3539.004268516667
2026-03-02 12:54:05,1,QQQ,1,QQQ,1.3657942101812028,-0.0002361947546074983,-0.3656762556120823,0.3656762556120823,ok,1,1,1,3309.05059845
2026-03-02 12:54:05,1,QQQ,2,^SPX,1.3253300652536042,-0.00026622228832601816,-0.3252153286816141,0.3252153286816141,ok,1,1,1,3519.0513311166665
2026-03-02 12:54:05,1,QQQ,3,^VIX,1.038865022561306,-0.0003534530532691905,-0.03885075714713055,0.03885075714713055,ok,1,1,1,3534.05215085
2026-03-02 12:54:05,1,QQQ,4,DCRU.SI,1.0212022817594741,0.00010735446676532334,0.02119995760013172,0.02119995760013172,ok,1,1,1,4149.055733216666
2026-03-02 12:54:05,1,QQQ,5,AJBU.SI,1.0157629799090833,4.8204417332046926e-05,0.015762208124772227,0.015762208124772227,ok,1,1,1,4094.0551651166666
2026-03-02 12:54:07,2,DCRU.SI,1,DCRU.SI,1.532175277570222,0.002683861669132522,0.5299989400031822,0.5299989400031822,ok,1,1,1,4144.095792383333
2026-03-02 12:54:07,2,DCRU.SI,2,AJBU.SI,1.394717212105411,-0.0012051104333019647,-0.394055203119564,0.394055203119564,ok,1,1,1,4089.0952210833334
2026-03-02 12:54:07,2,DCRU.SI,3,A17U.SI,1.358253330491527,-0.0009931721208333044,-0.35777087639997374,0.35777087639997374,ok,1,1,1,4084.093382233333
2026-03-02 12:54:07,2,DCRU.SI,4,^SPX,1.3297156343258678,-0.00024233119219257404,-0.3296094322422539,0.3296094322422539,ok,1,1,1,3514.09146415
2026-03-02 12:54:07,2,DCRU.SI,5,QQQ,1.3133594588937292,-0.00019712539360774607,-0.3132783572318702,0.3132783572318702,ok,1,1,1,3304.0908407666666
2026-03-02 12:54:09,3,M44U.SI,1,M44U.SI,1.6364754058162838,-0.0022475041060880446,-0.6341463444371702,0.6341463444371702,ok,1,1,1,4079.134295383333
2026-03-02 12:54:09,3,M44U.SI,2,AJBU.SI,1.3947172121053832,0.0012051104333018795,0.3940552031195366,0.3940552031195366,ok,1,1,1,4084.1355249999997
2026-03-02 12:54:09,3,M44U.SI,3,^VVIX,1.3843951494396871,0.001021020420984871,0.383852787731009,0.383852787731009,ok,1,1,1,3524.1330626999998
2026-03-02 12:54:09,3,M44U.SI,4,^VIX,1.3631986075513252,0.003142072250226874,0.36165131609596235,0.36165131609596235,ok,1,1,1,3524.1325539500003
2026-03-02 12:54:09,3,M44U.SI,5,QQQ,1.1268790252234098,-7.973634896541297e-05,-0.1268676258741285,0.1268676258741285,ok,1,1,1,3299.131165866667
2026-03-02 12:54:13,4,A17U.SI,1,A17U.SI,2.078392399288559,-0.00416644882659265,-1.0,1.0697688134444656,ok,1,1,1,234.18743501666668
2026-03-02 12:54:13,4,A17U.SI,2,M44U.SI,1.9795519914017516,-0.004296958421326212,-0.9713241973580209,0.9713241973580209,ok,1,1,1,234.19017526666667
2026-03-02 12:54:13,4,A17U.SI,3,ME8U.SI,1.7877684290174671,-0.0013513528040764791,-0.7858718507400679,0.7858718507400679,ok,1,1,1,234.19248854999998
2026-03-02 12:54:13,4,A17U.SI,4,^VVIX,1.5299107328915202,0.0013600281943198882,0.5288112146767467,0.5288112146767467,ok,1,1,1,3519.1852310500003
2026-03-02 12:54:13,4,A17U.SI,5,DCRU.SI,1.512773390581094,-0.0026570230524411713,-0.5107233334725281,0.5107233334725281,ok,1,1,1,4134.197129883333
2026-03-02 12:54:15,5,ME8U.SI,1,ME8U.SI,1.92382785439954,-0.0014193359516598046,-0.921315434515017,0.921315434515017,ok,1,1,1,229.23629385
2026-03-02 12:54:15,5,ME8U.SI,2,A17U.SI,1.71875078599772,-0.0031269842906468427,-0.7149170301170109,0.7149170301170109,ok,1,1,1,229.23509491666667
2026-03-02 12:54:15,5,ME8U.SI,3,^VVIX,1.607980603709551,0.0015445216150215622,0.6064757937805875,0.6064757937805875,ok,1,1,1,3514.2344918500003
2026-03-02 12:54:15,5,ME8U.SI,4,DCRU.SI,1.567967399825649,-0.002576507202367197,-0.5656854249492353,0.5656854249492353,ok,1,1,1,4129.237470866667
2026-03-02 12:54:15,5,ME8U.SI,5,M44U.SI,1.5120547806735878,-0.002247504106088086,-0.5103225133306449,0.5103225133306449,ok,1,1,1,229.235705
2026-03-02 12:54:18,6,ME8U.SI,1,ME8U.SI,2.531066705181868,-0.0027910795597690806,-1.0,1.5240219590834623,ok,1,1,1,224.27603043333332
2026-03-02 12:54:18,6,ME8U.SI,2,^VVIX,1.5022802860755273,0.0012860292892740465,0.501312386358976,0.501312386358976,ok,1,1,1,3509.274314683333
2026-03-02 12:54:18,6,ME8U.SI,3,AJBU.SI,1.394332180625617,-0.0012051104333019559,-0.3936709993712066,0.3936709993712066,ok,1,1,1,229.27660525000002
2026-03-02 12:54:18,6,ME8U.SI,4,QQQ,1.3317061286904373,0.00016921611603716843,0.33163140102823135,0.33163140102823135,ok,1,1,1,3284.2722330166666
2026-03-02 12:54:18,6,ME8U.SI,5,A17U.SI,1.2319999758211884,-0.001079803962117984,-0.23169182899786153,0.23169182899786153,ok,1,1,1,224.27488336666664
2026-03-02 12:54:21,7,M44U.SI,1,M44U.SI,1.493023569586811,0.0020050438871572094,0.49155351477251785,0.49155351477251785,ok,1,1,1,219.32411366666665
2026-03-02 12:54:21,7,M44U.SI,2,AJBU.SI,1.3937893271699549,-0.0012585658881576463,-0.3931001015123907,0.3931001015123907,ok,1,1,1,224.32637756666665
2026-03-02 12:54:21,7,M44U.SI,3,^VVIX,1.2417637618414237,0.00060214256741701,0.24158315184515583,0.24158315184515583,ok,1,1,1,3504.3212829833333
2026-03-02 12:54:21,7,M44U.SI,4,QQQ,1.2025018895778081,9.881284403104905e-05,0.20247783111040993,0.20247783111040993,ok,1,1,1,3279.3165796666667
2026-03-02 12:54:21,7,M44U.SI,5,A17U.SI,1.1809383742883912,0.0008831123860238083,0.1807499000663712,0.1807499000663712,ok,1,1,1,219.32209713333333
