timestamp,step,mode,broker,symbol,data_symbol,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,interval_next_price,interval_simple_return,interval_model_ratio,interval_oracle_exposure,interval_oracle_ratio,interval_regret,interval_optimal_flag,bar_timestamp,bar_age_minutes,is_fresh_bar,is_new_bar,consecutive_stale_steps,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:37:15,0,paper,paper,BTC-USD,BTC-USD,66767.03125,0.0006135098043983432,0.0016581344260885652,0.37000004025341554,0.37000004025341554,0.3700898503017868,BUY,5.541657811143363e-06,66810.82156308882,0.6297572888160035,5.541657811143363e-06,0.999757329069419,,,,,,,,,,2026-03-02 03:35:00+00:00,2.2291869666666666,1,1,0,17036,8,12,0.5,18
2026-03-02 11:37:17,1,paper,paper,BTC-USD,BTC-USD,66767.03125,0.0006135098043983432,0.0016581344260885652,0.37000004025341554,0.37000004025341554,0.3700898503017868,STALE_BAR,0.0,,0.6297572888160035,5.541657811143363e-06,0.999757329069419,,,,,,,,,,2026-03-02 03:35:00+00:00,2.267217,1,0,1,17036,8,12,0.5,18
