rank_total_wealth,label,terminal_wealth,max_drawdown,avg_daily_ret,vol_daily_ret,rows_full,terminal_wealth_252d,max_drawdown_252d,rows_252d,derisk,error,is_valid,wealth_viable
1.0,run1_tight_weak_v224_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol103_vf000,5.482428549823238e-10,-0.9999999997915757,-0.001288845023241026,0.020850894975094972,14085,0.47123289176587685,-0.5533626839224388,252,-1.03,,True,False
2.0,run1_tight_weak_v228_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol594_vf000,5.247344145568843e-139,-1.0,-0.007432758625105906,0.12024691070413147,14085,0.004510677263152779,-0.9965552994900504,252,-5.94,,True,False
3.0,run1_tight_weak_v230_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol700_vf000,1.0470850600791986e-210,-1.0,-0.008759137207349157,0.14170511439008648,14085,0.0011768391299783664,-0.999134692585976,252,-7.0,,True,False
