label,rerisk,hold,cap,derisk,terminal_wealth,max_drawdown,avg_daily_ret,vol_daily_ret,wealth_viable,error,is_valid,tag
run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,0.2,0.05,0.05,0.0,1.023764643809064,-0.0121366186523045,1.6782652643709749e-06,0.0001467804541415,True,,True,v232_top
run1_tight_weak_v224_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol120_vf000,0.2,0.05,0.05,0.0,1.004404098694904,-0.0068804130847933,3.158447404564265e-07,8.752053511043554e-05,True,,True,v224_top
