rank,stress_cap,derisk_cap,panic_cap,overall_scale,risk_on_scale,derisk_scale,panic_scale,min_median_terminal,min_pass_rate_terminal,avg_full_terminal,avg_full_sharpe,worst_fold_maxdd,worst_stress_maxdd,full_candidate_maxdd,fold_margin,stress_margin,full_margin,min_margin,wealth_dd_ratio
24,0.15,0.36,0.08,1.01,1.0,1.01,0.87,1.6502429619000805,1.0,26.23576528691182,1.0362748921242804,-0.10323647091546106,-0.23764777381059043,-0.2692192866135935,0.11676352908453894,0.02835222618940958,0.0017807133864065072,0.0017807133864065072,97.45128447861772
25,0.15,0.36,0.09,1.01,1.0,1.01,0.83,1.6502429619000805,1.0,26.23576528691182,1.0362748921242804,-0.10323647091546106,-0.23764777381059043,-0.2692192866135935,0.11676352908453894,0.02835222618940958,0.0017807133864065072,0.0017807133864065072,97.45128447861772
26,0.15,0.36,0.09,1.01,1.0,1.01,0.85,1.6502429619000805,1.0,26.23576528691182,1.0362748921242804,-0.10323647091546106,-0.23764777381059043,-0.2692192866135935,0.11676352908453894,0.02835222618940958,0.0017807133864065072,0.0017807133864065072,97.45128447861772
27,0.15,0.36,0.09,1.01,1.0,1.01,0.87,1.6502429619000805,1.0,26.23576528691182,1.0362748921242804,-0.10323647091546106,-0.23764777381059043,-0.2692192866135935,0.11676352908453894,0.02835222618940958,0.0017807133864065072,0.0017807133864065072,97.45128447861772
28,0.16,0.36,0.07,1.01,1.04,1.01,0.83,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
29,0.16,0.36,0.07,1.01,1.04,1.01,0.85,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
30,0.16,0.36,0.07,1.01,1.04,1.01,0.87,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
31,0.16,0.36,0.08,1.01,1.04,1.01,0.83,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
32,0.16,0.36,0.08,1.01,1.04,1.01,0.85,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
33,0.16,0.36,0.08,1.01,1.04,1.01,0.87,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
34,0.16,0.36,0.09,1.01,1.04,1.01,0.83,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
35,0.16,0.36,0.09,1.01,1.04,1.01,0.85,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
36,0.16,0.36,0.09,1.01,1.04,1.01,0.87,1.6503510247687343,1.0,26.17667089206904,1.0254495237821306,-0.10965888961395298,-0.25174574140077766,-0.2692192866135935,0.11034111038604702,0.014254258599222358,0.0017807133864065072,0.0017807133864065072,97.23178165032445
37,0.15,0.36,0.07,1.01,1.02,1.01,0.83,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
38,0.15,0.36,0.07,1.01,1.02,1.01,0.85,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
39,0.15,0.36,0.07,1.01,1.02,1.01,0.87,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
40,0.15,0.36,0.08,1.01,1.02,1.01,0.83,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
41,0.15,0.36,0.08,1.01,1.02,1.01,0.85,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
42,0.15,0.36,0.08,1.01,1.02,1.01,0.87,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
43,0.15,0.36,0.09,1.01,1.02,1.01,0.83,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
44,0.15,0.36,0.09,1.01,1.02,1.01,0.85,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
45,0.15,0.36,0.09,1.01,1.02,1.01,0.87,1.6482019695301298,1.0,26.132334716813524,1.0326038227347951,-0.10324521278946908,-0.23751124813491542,-0.2692192866135935,0.11675478721053092,0.028488751865084594,0.0017807133864065072,0.0017807133864065072,97.06709740420968
46,0.16,0.36,0.07,1.0,1.0,1.01,0.83,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
47,0.16,0.36,0.07,1.0,1.0,1.01,0.85,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
48,0.16,0.36,0.07,1.0,1.0,1.01,0.87,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
49,0.16,0.36,0.08,1.0,1.0,1.01,0.83,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
50,0.16,0.36,0.08,1.0,1.0,1.01,0.85,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
51,0.16,0.36,0.08,1.0,1.0,1.01,0.87,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
52,0.16,0.36,0.09,1.0,1.0,1.01,0.83,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
53,0.16,0.36,0.09,1.0,1.0,1.01,0.85,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
54,0.16,0.36,0.09,1.0,1.0,1.01,0.87,1.6522112252725687,1.0,26.114522369334757,1.0337833555466533,-0.10963722751817706,-0.2520799141554443,-0.2675843076856803,0.11036277248182294,0.01392008584455573,0.003415692314319707,0.003415692314319707,97.5936242121132
55,0.16,0.36,0.07,1.01,1.06,1.01,0.83,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
56,0.16,0.36,0.07,1.01,1.06,1.01,0.85,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
57,0.16,0.36,0.07,1.01,1.06,1.01,0.87,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
58,0.16,0.36,0.08,1.01,1.06,1.01,0.83,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
59,0.16,0.36,0.08,1.01,1.06,1.01,0.85,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
60,0.16,0.36,0.08,1.01,1.06,1.01,0.87,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
61,0.16,0.36,0.09,1.01,1.06,1.01,0.83,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
62,0.16,0.36,0.09,1.01,1.06,1.01,0.85,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
63,0.16,0.36,0.09,1.01,1.06,1.01,0.87,1.6483092215027957,1.0,26.072882654673702,1.021766761339206,-0.10966757164440255,-0.25161194435794787,-0.2692192866135935,0.11033242835559745,0.014388055642052144,0.0017807133864065072,0.0017807133864065072,96.84626604072288
64,0.16,0.36,0.07,1.01,1.0,1.0,0.83,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
65,0.16,0.36,0.07,1.01,1.0,1.0,0.85,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
66,0.16,0.36,0.07,1.01,1.0,1.0,0.87,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
67,0.16,0.36,0.08,1.01,1.0,1.0,0.83,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
68,0.16,0.36,0.08,1.01,1.0,1.0,0.85,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
69,0.16,0.36,0.08,1.01,1.0,1.0,0.87,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
70,0.16,0.36,0.09,1.01,1.0,1.0,0.83,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
71,0.16,0.36,0.09,1.01,1.0,1.0,0.85,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
72,0.16,0.36,0.09,1.01,1.0,1.0,0.87,1.651201342497754,1.0,26.063621204450982,1.031989190422783,-0.10964152555305307,-0.25201357116843515,-0.2675843076856803,0.11035847444694694,0.013986428831564868,0.003415692314319707,0.003415692314319707,97.4033994365125
73,0.15,0.36,0.07,1.01,1.04,1.01,0.83,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
74,0.15,0.36,0.07,1.01,1.04,1.01,0.85,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
75,0.15,0.36,0.07,1.01,1.04,1.01,0.87,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
76,0.15,0.36,0.08,1.01,1.04,1.01,0.83,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
77,0.15,0.36,0.08,1.01,1.04,1.01,0.85,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
78,0.15,0.36,0.08,1.01,1.04,1.01,0.87,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
79,0.15,0.36,0.09,1.01,1.04,1.01,0.83,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
80,0.15,0.36,0.09,1.01,1.04,1.01,0.85,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
81,0.15,0.36,0.09,1.01,1.04,1.01,0.87,1.6461618576265233,1.0,26.029017160083207,1.0289047395750506,-0.1032539546634772,-0.2373748025018818,-0.2692192866135935,0.1167460453365228,0.028625197498118204,0.0017807133864065072,0.0017807133864065072,96.68333011164343
82,0.16,0.36,0.07,1.0,1.02,1.01,0.83,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
83,0.16,0.36,0.07,1.0,1.02,1.01,0.85,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
84,0.16,0.36,0.07,1.0,1.02,1.01,0.87,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
85,0.16,0.36,0.08,1.0,1.02,1.01,0.83,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
86,0.16,0.36,0.08,1.0,1.02,1.01,0.85,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
87,0.16,0.36,0.08,1.0,1.02,1.01,0.87,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
88,0.16,0.36,0.09,1.0,1.02,1.01,0.83,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
89,0.16,0.36,0.09,1.0,1.02,1.01,0.85,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
90,0.16,0.36,0.09,1.0,1.02,1.01,0.87,1.6501916731835529,1.0,26.012747075323364,1.0301879391719155,-0.10964582358792907,-0.2519472474187393,-0.2675843076856803,0.11035417641207093,0.014052752581260708,0.003415692314319707,0.003415692314319707,97.2132756973156
91,0.15,0.36,0.07,1.0,1.0,1.01,0.83,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
92,0.15,0.36,0.07,1.0,1.0,1.01,0.85,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
93,0.15,0.36,0.07,1.0,1.0,1.01,0.87,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
94,0.15,0.36,0.08,1.0,1.0,1.01,0.83,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
95,0.15,0.36,0.08,1.0,1.0,1.01,0.85,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
96,0.15,0.36,0.08,1.0,1.0,1.01,0.87,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
97,0.15,0.36,0.09,1.0,1.0,1.01,0.83,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
98,0.15,0.36,0.09,1.0,1.0,1.01,0.85,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
99,0.15,0.36,0.09,1.0,1.0,1.01,0.87,1.648022851161854,1.0,25.96721900560774,1.0373711818222557,-0.1032321432550608,-0.23771539038728207,-0.2675843076856803,0.1167678567449392,0.028284609612717948,0.003415692314319707,0.003415692314319707,97.04313093019753
100,0.16,0.36,0.07,1.01,1.02,1.0,0.83,1.6491620305727706,1.0,25.960883547899197,1.028343496708467,-0.10965020758350286,-0.25187961701721795,-0.2675843076856803,0.11034979241649714,0.014120382982782065,0.003415692314319707,0.003415692314319707,97.01945443824128
101,0.16,0.36,0.07,1.01,1.02,1.0,0.85,1.6491620305727706,1.0,25.960883547899197,1.028343496708467,-0.10965020758350286,-0.25187961701721795,-0.2675843076856803,0.11034979241649714,0.014120382982782065,0.003415692314319707,0.003415692314319707,97.01945443824128
