timestamp,step,mode,broker,symbol,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,interval_next_price,interval_simple_return,interval_model_ratio,interval_oracle_exposure,interval_oracle_ratio,interval_regret,interval_optimal_flag,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:22:35,0,paper,paper,SPY,686.280029296875,0.0005296292000567171,0.0005637001659684638,0.9395583539465326,0.9395583539465326,0.9401969480447031,BUY,0.0013690597333994299,686.7761457911589,0.05976243293806793,0.0013690597333994299,0.9993207868846006,1.0,1.0,686.280029296875,0.0,1.0,0.0,1.0,0.0,1.0,4520,3,18,0.8,36
2026-03-02 11:25:02,1,paper,paper,SPY,686.280029296875,0.0005296292000567171,0.0005637001659684638,0.9395583539465326,0.9395583539465326,0.9395585653637778,SELL,9.298833266902125e-07,686.0382088529373,0.060400368429952694,0.0013681298500727397,0.9993205620198017,,,,,,,,,,4520,3,18,0.8,36
