tag,version,candidate_label,base_label,rerisk,hold,cap,derisk,terminal_wealth_candidate,terminal_wealth_base,maxdd_candidate,maxdd_base,action_change_rate_vs_base,rows_compared,T21_cand_count,T21_cand_mean_multiple,T21_cand_median_multiple,T21_cand_p10_multiple,T21_cand_p90_multiple,T21_cand_hit_rate_gt_1,T21_base_count,T21_base_mean_multiple,T21_base_median_multiple,T21_base_p10_multiple,T21_base_p90_multiple,T21_base_hit_rate_gt_1,T21_delta_median_multiple,T21_delta_p10_multiple,T21_delta_hit_rate_gt_1,T63_cand_count,T63_cand_mean_multiple,T63_cand_median_multiple,T63_cand_p10_multiple,T63_cand_p90_multiple,T63_cand_hit_rate_gt_1,T63_base_count,T63_base_mean_multiple,T63_base_median_multiple,T63_base_p10_multiple,T63_base_p90_multiple,T63_base_hit_rate_gt_1,T63_delta_median_multiple,T63_delta_p10_multiple,T63_delta_hit_rate_gt_1,pairwise_go
v232_top,v232,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.05,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.03290891283055827,25525,14064,1.0000354970215042,1.0,0.999695846995294,1.0003857197856343,0.14370022753128556,14064,1.0000066341309612,1.0,1.0,1.0,0.05162116040955631,0.0,-0.00030415300470598705,0.09207906712172925,14022,1.0001079494040643,1.0,0.999166821489688,1.0011421500551245,0.2173013835401512,14022,1.000019939480883,1.0,0.9999685957002332,1.0,0.08586506917700756,0.0,-0.0008017742105451697,0.13143631436314362,False
v224_top,v224,run1_tight_weak_v224_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol120_vf000,run1_tight_weak_v223_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol040_vf000,0.2,0.05,0.05,0.0,1.0044040986949025,1.0044039899026578,-0.006880413084793147,-0.0068804200720054,0.0,25524,14063,1.0000066347916174,1.0,1.0,1.0,0.051624831117115834,14064,1.000006634158127,1.0,1.0,1.0,0.05162116040955631,0.0,0.0,3.670707559522146e-06,14021,1.0000199414713433,1.0,0.9999685709471295,1.0,0.08587119321018473,14022,1.0000199395624505,1.0,0.9999685607192481,1.0,0.08586506917700756,0.0,1.0227881430679986e-08,6.124033177165589e-06,True
