timestamp,step,mode,broker,universe_size,universe_symbols,crypto_fallback_enabled,crypto_fallback_symbols,symbol,execution_symbol,data_symbol,selected_from_crypto_fallback,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,interval_next_price,interval_simple_return,interval_model_ratio,interval_oracle_exposure,interval_oracle_ratio,interval_regret,interval_optimal_flag,bar_timestamp,bar_age_minutes,is_fresh_bar,is_new_bar,consecutive_stale_steps,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:51:37,0,paper,paper,10,"SPY,^SPX,QQQ,^VIX,^VVIX,A17U.SI,M44U.SI,ME8U.SI,AJBU.SI,DCRU.SI",0,"BTC-USD,ETH-USD",SPY,AJBU.SI,AJBU.SI,0,2.299999952316284,0.0009077711031191391,0.0033936094967205086,0.26749427239533136,0.26749427239533136,0.26752792929152897,BUY,0.11630185997436357,2.3010816808234344,0.7323799205672998,0.11630185997436357,0.9998741929626311,,,,,,,,,,2026-03-02 11:40:00+08:00,11.5866772,1,1,0,4832,3,12,0.5,18
