timestamp,step,mode,broker,symbol,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,interval_next_price,interval_simple_return,interval_model_ratio,interval_oracle_exposure,interval_oracle_ratio,interval_regret,interval_optimal_flag,bar_timestamp,is_new_bar,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:33:21,0,paper,paper,SPY,686.280029296875,0.0005296292000567171,0.0005637001659684638,0.9395583539465326,0.9395583539465326,0.9399066322132194,BUY,0.0013690597333994299,686.5506862964572,0.060071100453776616,0.0013690597333994299,0.9996294544003093,,,,,,,,,,2026-02-27 15:55:00-05:00,1,4520,3,18,0.8,36
2026-03-02 11:33:24,1,paper,paper,SPY,686.280029296875,0.0005296292000567171,0.0005637001659684638,0.9395583539465326,0.9395583539465326,0.9399066322132194,STALE_BAR,0.0,,0.060071100453776616,0.0013690597333994299,0.9996294544003093,,,,,,,,,,2026-02-27 15:55:00-05:00,0,4520,3,18,0.8,36
2026-03-02 11:33:26,2,paper,paper,SPY,686.280029296875,0.0005296292000567171,0.0005637001659684638,0.9395583539465326,0.9395583539465326,0.9399066322132194,STALE_BAR,0.0,,0.060071100453776616,0.0013690597333994299,0.9996294544003093,,,,,,,,,,2026-02-27 15:55:00-05:00,0,4520,3,18,0.8,36
