timestamp,step,mode,broker,symbol,execution_symbol,data_symbol,selected_from_crypto_fallback,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,interval_next_price,interval_simple_return,interval_model_ratio,interval_oracle_exposure,interval_oracle_ratio,interval_regret,interval_optimal_flag,bar_timestamp,bar_age_minutes,is_fresh_bar,is_new_bar,consecutive_stale_steps,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:47:35,0,paper,paper,SPY,AJBU.SI,AJBU.SI,0,2.299999952316284,0.0009077711031191391,0.0033936094967205086,0.26749427239533136,0.26749427239533136,0.267530280182914,BUY,0.11630185997436357,2.3011572280140973,0.7323711342885099,0.11630185997436357,0.9998654066838413,,,,,,,,,,2026-03-02 11:35:00+08:00,12.557936766666668,1,1,0,4831,3,12,0.5,18
