timestamp,step,mode,broker,symbol,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,data_points
2026-03-02 10:53:21,0,paper,paper,SPY,686.280029296875,0.0005197923923183738,0.0006577451236738565,0.7902641518876745,0.7902641518876745,0.7904409244859996,BUY,0.0011515185028731433,686.4742406469924,0.2095122101491974,0.0011515185028731433,0.9997763620368718,4520
