rank,stress_cap,derisk_cap,panic_cap,overall_scale,derisk_scale,panic_scale,min_median_terminal,min_pass_rate_terminal,avg_full_terminal,avg_full_sharpe,worst_fold_maxdd,worst_stress_maxdd,full_candidate_maxdd,fold_margin,stress_margin,full_margin,min_margin,wealth_dd_ratio
43,0.18,0.34,0.12,1.1,1.1,0.85,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
44,0.18,0.34,0.12,1.1,1.1,1.0,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
45,0.18,0.34,0.12,1.1,1.1,1.15,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
46,0.18,0.34,0.14,1.1,1.1,0.85,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
47,0.18,0.34,0.14,1.1,1.1,1.0,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
48,0.18,0.34,0.14,1.1,1.1,1.15,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
49,0.18,0.34,0.16,1.1,1.1,0.85,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
50,0.18,0.34,0.16,1.1,1.1,1.0,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
51,0.18,0.34,0.16,1.1,1.1,1.15,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
52,0.18,0.34,0.2,1.1,1.1,0.85,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
53,0.18,0.34,0.2,1.1,1.1,1.0,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
54,0.18,0.34,0.2,1.1,1.1,1.15,1.9624527582412181,1.0,43.277541513927616,1.0258416790876503,-0.12200842496216247,-0.28077774394434374,-0.3024751048995653,0.09799157503783754,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,143.07802795306944
55,0.16,0.34,0.08,1.1,1.1,0.85,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
56,0.16,0.34,0.08,1.1,1.1,1.0,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
57,0.16,0.34,0.08,1.1,1.1,1.15,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
58,0.16,0.34,0.1,1.1,1.1,0.85,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
59,0.16,0.34,0.1,1.1,1.1,1.0,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
60,0.16,0.34,0.1,1.1,1.1,1.15,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
61,0.16,0.34,0.12,1.1,1.1,0.85,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
62,0.16,0.34,0.12,1.1,1.1,1.0,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
63,0.16,0.34,0.12,1.1,1.1,1.15,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
64,0.16,0.34,0.14,1.1,1.1,0.85,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
65,0.16,0.34,0.14,1.1,1.1,1.0,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
66,0.16,0.34,0.14,1.1,1.1,1.15,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
67,0.16,0.34,0.16,1.1,1.1,0.85,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
68,0.16,0.34,0.16,1.1,1.1,1.0,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
69,0.16,0.34,0.16,1.1,1.1,1.15,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
70,0.16,0.34,0.2,1.1,1.1,0.85,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
71,0.16,0.34,0.2,1.1,1.1,1.0,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
72,0.16,0.34,0.2,1.1,1.1,1.15,1.9624527582412181,1.0,43.02413322679649,1.0346650945835694,-0.10919095596628436,-0.2535937046373705,-0.3024751048995653,0.11080904403371564,0.012406295362629494,-0.03147510489956529,-0.03147510489956529,142.24024565949767
73,0.14,0.34,0.08,1.1,1.1,0.85,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
74,0.14,0.34,0.08,1.1,1.1,1.0,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
75,0.14,0.34,0.08,1.1,1.1,1.15,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
76,0.14,0.34,0.1,1.1,1.1,0.85,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
77,0.14,0.34,0.1,1.1,1.1,1.0,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
78,0.14,0.34,0.1,1.1,1.1,1.15,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
79,0.14,0.34,0.12,1.1,1.1,0.85,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
80,0.14,0.34,0.12,1.1,1.1,1.0,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
81,0.14,0.34,0.12,1.1,1.1,1.15,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
82,0.14,0.34,0.14,1.1,1.1,0.85,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
83,0.14,0.34,0.14,1.1,1.1,1.0,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
84,0.14,0.34,0.14,1.1,1.1,1.15,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
85,0.14,0.34,0.16,1.1,1.1,0.85,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
86,0.14,0.34,0.16,1.1,1.1,1.0,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
87,0.14,0.34,0.16,1.1,1.1,1.15,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
88,0.14,0.34,0.2,1.1,1.1,0.85,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
89,0.14,0.34,0.2,1.1,1.1,1.0,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
90,0.14,0.34,0.2,1.1,1.1,1.15,1.9624527582412181,1.0,42.75858251084582,1.0424414435458247,-0.09620945220561383,-0.22549466474687874,-0.3024751048995653,0.12379054779438617,0.04050533525312128,-0.03147510489956529,-0.03147510489956529,141.36231980163623
91,0.2,0.34,0.08,1.05,1.1,0.85,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
92,0.2,0.34,0.08,1.05,1.1,1.0,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
93,0.2,0.34,0.08,1.05,1.1,1.15,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
94,0.2,0.34,0.1,1.05,1.1,0.85,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
95,0.2,0.34,0.1,1.05,1.1,1.0,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
96,0.2,0.34,0.1,1.05,1.1,1.15,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
97,0.2,0.34,0.12,1.05,1.1,0.85,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
98,0.2,0.34,0.12,1.05,1.1,1.0,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
99,0.2,0.34,0.12,1.05,1.1,1.15,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
100,0.2,0.34,0.14,1.05,1.1,0.85,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
101,0.2,0.34,0.14,1.05,1.1,1.0,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
102,0.2,0.34,0.14,1.05,1.1,1.15,1.9402308648961784,1.0,41.006260716032365,1.0244728917137587,-0.12995523609301285,-0.291284030446459,-0.2936123316393917,0.09004476390698715,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,139.66123455058204
