rank,stress_cap,derisk_cap,panic_cap,overall_scale,derisk_scale,panic_scale,min_median_terminal,min_pass_rate_terminal,avg_full_terminal,avg_full_sharpe,worst_fold_maxdd,worst_stress_maxdd,full_candidate_maxdd,fold_margin,stress_margin,full_margin,min_margin,wealth_dd_ratio
509,0.2,0.3,0.1,1.05,1.1,1.0,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
510,0.2,0.3,0.1,1.05,1.1,1.15,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
511,0.2,0.3,0.12,1.05,1.1,0.85,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
512,0.2,0.3,0.12,1.05,1.1,1.0,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
513,0.2,0.3,0.12,1.05,1.1,1.15,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
514,0.2,0.3,0.14,1.05,1.1,0.85,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
515,0.2,0.3,0.14,1.05,1.1,1.0,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
516,0.2,0.3,0.14,1.05,1.1,1.15,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
517,0.2,0.3,0.16,1.05,1.1,0.85,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
518,0.2,0.3,0.16,1.05,1.1,1.0,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
519,0.2,0.3,0.16,1.05,1.1,1.15,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
520,0.2,0.3,0.2,1.05,1.1,0.85,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
521,0.2,0.3,0.2,1.05,1.1,1.0,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
522,0.2,0.3,0.2,1.05,1.1,1.15,1.8945320406539594,1.0,36.79707301272932,1.0143897492647462,-0.12995523609301307,-0.291284030446459,-0.2936123316393917,0.09004476390698693,-0.025284030446458994,-0.022612331639391692,-0.025284030446458994,125.3253662994056
523,0.2,0.34,0.08,1.05,1.0,0.85,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
524,0.2,0.34,0.08,1.05,1.0,1.0,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
525,0.2,0.34,0.08,1.05,1.0,1.15,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
526,0.2,0.34,0.1,1.05,1.0,0.85,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
527,0.2,0.34,0.1,1.05,1.0,1.0,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
528,0.2,0.34,0.1,1.05,1.0,1.15,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
529,0.2,0.34,0.12,1.05,1.0,0.85,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
530,0.2,0.34,0.12,1.05,1.0,1.0,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
531,0.2,0.34,0.12,1.05,1.0,1.15,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
532,0.2,0.34,0.14,1.05,1.0,0.85,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
533,0.2,0.34,0.14,1.05,1.0,1.0,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
534,0.2,0.34,0.14,1.05,1.0,1.15,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
535,0.2,0.34,0.16,1.05,1.0,0.85,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
536,0.2,0.34,0.16,1.05,1.0,1.0,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
537,0.2,0.34,0.16,1.05,1.0,1.15,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
538,0.2,0.34,0.2,1.05,1.0,0.85,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
539,0.2,0.34,0.2,1.05,1.0,1.0,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
540,0.2,0.34,0.2,1.05,1.0,1.15,1.9024992774078773,1.0,36.79158656918931,1.037241733207758,-0.12208396749519357,-0.28153452185653316,-0.28124679815900666,0.09791603250480643,-0.015534521856533146,-0.010246798159006643,-0.015534521856533146,130.8160192756708
541,0.18,0.28,0.08,1.1,1.1,0.85,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
542,0.18,0.28,0.08,1.1,1.1,1.0,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
543,0.18,0.28,0.08,1.1,1.1,1.15,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
544,0.18,0.28,0.1,1.1,1.1,0.85,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
545,0.18,0.28,0.1,1.1,1.1,1.0,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
546,0.18,0.28,0.1,1.1,1.1,1.15,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
547,0.18,0.28,0.12,1.1,1.1,0.85,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
548,0.18,0.28,0.12,1.1,1.1,1.0,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
549,0.18,0.28,0.12,1.1,1.1,1.15,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
550,0.18,0.28,0.14,1.1,1.1,0.85,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
551,0.18,0.28,0.14,1.1,1.1,1.0,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
552,0.18,0.28,0.14,1.1,1.1,1.15,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
553,0.18,0.28,0.16,1.1,1.1,0.85,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
554,0.18,0.28,0.16,1.1,1.1,1.0,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
555,0.18,0.28,0.16,1.1,1.1,1.15,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
556,0.18,0.28,0.2,1.1,1.1,0.85,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
557,0.18,0.28,0.2,1.1,1.1,1.0,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
558,0.18,0.28,0.2,1.1,1.1,1.15,1.8934617466200905,1.0,36.779191867209434,1.0095771305599863,-0.12200842496216224,-0.28077774394434374,-0.3024751048995653,0.09799157503783776,-0.014777743944343724,-0.03147510489956529,-0.03147510489956529,121.5941122804857
559,0.22,0.3,0.08,1.05,1.1,0.85,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
560,0.22,0.3,0.08,1.05,1.1,1.0,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
561,0.22,0.3,0.08,1.05,1.1,1.15,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
562,0.22,0.3,0.1,1.05,1.1,0.85,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
563,0.22,0.3,0.1,1.05,1.1,1.0,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
564,0.22,0.3,0.1,1.05,1.1,1.15,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
565,0.22,0.3,0.12,1.05,1.1,0.85,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
566,0.22,0.3,0.12,1.05,1.1,1.0,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
567,0.22,0.3,0.12,1.05,1.1,1.15,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
568,0.22,0.3,0.14,1.05,1.1,0.85,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
569,0.22,0.3,0.14,1.05,1.1,1.0,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
570,0.22,0.3,0.14,1.05,1.1,1.15,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
571,0.22,0.3,0.16,1.05,1.1,0.85,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
572,0.22,0.3,0.16,1.05,1.1,1.0,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
573,0.22,0.3,0.16,1.05,1.1,1.15,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
574,0.22,0.3,0.2,1.05,1.1,0.85,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
575,0.22,0.3,0.2,1.05,1.1,1.0,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
576,0.22,0.3,0.2,1.05,1.1,1.15,1.8945320406539594,1.0,36.76631309459949,1.0141202981249584,-0.12995523609301307,-0.29191132707096246,-0.2936123316393917,0.09004476390698693,-0.025911327070962442,-0.022612331639391692,-0.025911327070962442,125.22060258611711
577,0.22,0.34,0.08,1.05,1.0,0.85,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
578,0.22,0.34,0.08,1.05,1.0,1.0,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
579,0.22,0.34,0.08,1.05,1.0,1.15,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
580,0.22,0.34,0.1,1.05,1.0,0.85,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
581,0.22,0.34,0.1,1.05,1.0,1.0,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
582,0.22,0.34,0.1,1.05,1.0,1.15,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
583,0.22,0.34,0.12,1.05,1.0,0.85,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
584,0.22,0.34,0.12,1.05,1.0,1.0,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
585,0.22,0.34,0.12,1.05,1.0,1.15,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
586,0.22,0.34,0.14,1.05,1.0,0.85,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
587,0.22,0.34,0.14,1.05,1.0,1.0,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
588,0.22,0.34,0.14,1.05,1.0,1.15,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
589,0.22,0.34,0.16,1.05,1.0,0.85,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
590,0.22,0.34,0.16,1.05,1.0,1.0,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
591,0.22,0.34,0.16,1.05,1.0,1.15,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
592,0.22,0.34,0.2,1.05,1.0,0.85,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
593,0.22,0.34,0.2,1.05,1.0,1.0,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
594,0.22,0.34,0.2,1.05,1.0,1.15,1.9024992774078773,1.0,36.76082835756101,1.0369636356765866,-0.12208396749519357,-0.2821704484017937,-0.281882961414769,0.09791603250480643,-0.016170448401793713,-0.010882961414768966,-0.016170448401793713,130.4116721814565
595,0.18,0.3,0.08,1.05,1.1,0.85,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
596,0.18,0.3,0.08,1.05,1.1,1.0,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
597,0.18,0.3,0.08,1.05,1.1,1.15,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
598,0.18,0.3,0.1,1.05,1.1,0.85,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
599,0.18,0.3,0.1,1.05,1.1,1.0,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
600,0.18,0.3,0.1,1.05,1.1,1.15,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
601,0.18,0.3,0.12,1.05,1.1,0.85,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
602,0.18,0.3,0.12,1.05,1.1,1.0,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
603,0.18,0.3,0.12,1.05,1.1,1.15,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
604,0.18,0.3,0.14,1.05,1.1,0.85,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
605,0.18,0.3,0.14,1.05,1.1,1.0,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
606,0.18,0.3,0.14,1.05,1.1,1.15,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
607,0.18,0.3,0.16,1.05,1.1,0.85,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
608,0.18,0.3,0.16,1.05,1.1,1.0,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
609,0.18,0.3,0.16,1.05,1.1,1.15,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
610,0.18,0.3,0.2,1.05,1.1,0.85,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
611,0.18,0.3,0.2,1.05,1.1,1.0,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
612,0.18,0.3,0.2,1.05,1.1,1.15,1.8945320406539594,1.0,36.7215568493653,1.0210926032739824,-0.12198634484573112,-0.28077774394434374,-0.2936123316393917,0.09801365515426888,-0.014777743944343724,-0.022612331639391692,-0.022612331639391692,125.06816946117208
