timestamp,step,mode,broker,symbol,price,forecast_return,volatility,confidence,target_exposure,realized_exposure,action,executed_qty,fill_price,cash,units,wealth,wealth_ratio,wealth_gain_flag,data_points,wf_fast_window,wf_slow_window,wf_fast_weight,wf_vol_window
2026-03-02 11:05:10,0,paper,paper,SPY,686.280029296875,0.0005296292000567171,0.0005637001659684638,0.9395583539465326,0.9395583539465326,0.9398829848860185,BUY,0.0013690597333994299,686.5323156296564,0.060096250993969313,0.0013690597333994299,0.999654604940502,0.999654604940502,0,4520,3,18,0.8,36
