rank_scan,label,version,base_label,rerisk,hold,cap,derisk,terminal_wealth_candidate,terminal_wealth_base,maxdd_candidate,maxdd_base,T21_delta_median_multiple,T21_delta_p10_multiple,T21_delta_hit_rate_gt_1,T63_delta_median_multiple,T63_delta_p10_multiple,T63_delta_hit_rate_gt_1,worst_median_delta,worst_p10_delta,strict_go,near_go
1,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.05,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
2,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.1,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
3,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.15,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
4,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.05,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
5,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.1,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
6,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.15,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
7,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.05,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
8,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.1,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
9,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.15,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
10,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.05,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
11,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.1,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
12,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineeqnr,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.15,0.0,1.0237646438090637,1.0044039716353792,-0.01213661865230442,-0.006880423866525542,0.0,-0.00030415300470598705,0.09207906712172925,0.0,-0.0008017742105451697,0.13143631436314362,0.0,-0.0008017742105451697,False,True
13,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.05,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
14,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.1,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
15,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.15,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
16,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.05,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
17,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.1,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
18,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.15,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
19,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.05,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
20,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.1,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
21,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.15,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
22,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.05,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
23,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.1,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
24,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol1181_vf000_fineovr2,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.15,0.0,1.0237645286047294,1.0044039716353792,-0.012136649145160217,-0.006880423866525542,0.0,-0.00030415329824695636,0.09223150260686977,0.0,-0.0008017742105451697,0.1314518126431194,0.0,-0.0008017742105451697,False,True
25,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.05,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
26,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.1,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
27,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.15,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
28,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.05,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
29,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.1,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
30,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.3,0.05,0.15,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
31,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.05,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
32,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.1,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
33,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.4,0.05,0.15,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
34,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.05,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
35,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.1,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
36,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_fineq3,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.5,0.05,0.15,0.0,1.0234178368142954,1.0044039716353792,-0.009184893605803102,-0.006880423866525542,0.0,-0.00022477274698273764,0.08782277047290121,0.0,-0.0005683166102677939,0.14257798053414,0.0,-0.0005683166102677939,False,True
37,run1_tight_weak_v232_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol11817_vf000_finespx,v232,run1_tight_weak_v231_pr106_ph000_pc021_dd072_cr033_cd062_de05_rvx080_rvv077_hvx058_cvx038_hvv070_cvv043_pcv020_rvto105_nhvto001_cvto015_dvto000_ndvx007_dvv000_ndvol736_vf000,0.2,0.05,0.05,0.0,1.0124031696294788,1.0044039716353792,-0.008298204743983906,-0.006880423866525542,0.0,-0.0002577714603981818,0.0698947667804323,0.0,-0.0005384906355641039,0.10012836970474967,0.0,-0.0005384906355641039,False,True
