rank,rerisk,hold,cap,derisk,override_scale,min_median_delta_terminal,min_pass_rate_terminal,worst_median_delta_maxdd,worst_fold_maxdd,avg_median_delta_terminal,avg_median_delta_sharpe,full_delta_terminal,full_candidate_terminal,full_candidate_sharpe,full_candidate_maxdd
58,0.04,0.44,0.03,0.16,1.2,0.03491348249011694,1.0,-0.002829945525061661,-0.13051227172249125,0.04493037646046124,0.04066020633865134,5.112123519896798,37.16730295734239,1.0766290700192007,-0.2547698150886233
59,0.06,0.44,0.03,0.16,1.2,0.03491348249011694,1.0,-0.002829945525061661,-0.13051227172249125,0.04493037646046124,0.04066020633865134,5.112123519896798,37.16730295734239,1.0766290700192007,-0.2547698150886233
60,0.08,0.44,0.03,0.16,1.2,0.03491348249011694,1.0,-0.002829945525061661,-0.13051227172249125,0.04493037646046124,0.04066020633865134,5.112123519896798,37.16730295734239,1.0766290700192007,-0.2547698150886233
61,0.04,0.46,0.03,0.16,1.2,0.03352439014863262,1.0,-0.0031489958755084313,-0.13143390661292675,0.04538534755319353,0.03687664137604959,5.314816818417469,37.369996255863065,1.077082253404985,-0.25476981508862184
62,0.06,0.46,0.03,0.16,1.2,0.03352439014863262,1.0,-0.0031489958755084313,-0.13143390661292675,0.04538534755319353,0.03687664137604959,5.314816818417469,37.369996255863065,1.077082253404985,-0.25476981508862184
63,0.08,0.46,0.03,0.16,1.2,0.03352439014863262,1.0,-0.0031489958755084313,-0.13143390661292675,0.04538534755319353,0.03687664137604959,5.314816818417469,37.369996255863065,1.077082253404985,-0.25476981508862184
64,0.04,0.44,0.03,0.16,1.1,0.01759390050138232,1.0,-0.0012636602814539155,-0.12662786501430467,0.021963707271137205,0.023122996157571168,2.375770312104237,34.43094974954983,1.0809304321894393,-0.248389742415292
65,0.06,0.44,0.03,0.16,1.1,0.01759390050138232,1.0,-0.0012636602814539155,-0.12662786501430467,0.021963707271137205,0.023122996157571168,2.375770312104237,34.43094974954983,1.0809304321894393,-0.248389742415292
66,0.08,0.44,0.03,0.16,1.1,0.01759390050138232,1.0,-0.0012636602814539155,-0.12662786501430467,0.021963707271137205,0.023122996157571168,2.375770312104237,34.43094974954983,1.0809304321894393,-0.248389742415292
67,0.04,0.42,0.03,0.16,1.1,0.01756631329317826,1.0,-0.0012636602814540265,-0.12570168886904198,0.02109867850441029,0.026326510711560003,2.18866915439186,34.243848591837455,1.0804486139384057,-0.248389742415292
68,0.06,0.42,0.03,0.16,1.1,0.01756631329317826,1.0,-0.0012636602814540265,-0.12570168886904198,0.02109867850441029,0.026326510711560003,2.18866915439186,34.243848591837455,1.0804486139384057,-0.248389742415292
69,0.08,0.42,0.03,0.16,1.1,0.01756631329317826,1.0,-0.0012636602814540265,-0.12570168886904198,0.02109867850441029,0.026326510711560003,2.18866915439186,34.243848591837455,1.0804486139384057,-0.248389742415292
70,0.04,0.46,0.03,0.16,1.1,0.0166978836443058,1.0,-0.001367392694829328,-0.12755361727711345,0.022569587140958896,0.019307828644850606,2.563540804463166,34.61872024190876,1.0813581141833375,-0.24838974241529077
71,0.06,0.46,0.03,0.16,1.1,0.0166978836443058,1.0,-0.001367392694829328,-0.12755361727711345,0.022569587140958896,0.019307828644850606,2.563540804463166,34.61872024190876,1.0813581141833375,-0.24838974241529077
72,0.08,0.46,0.03,0.16,1.1,0.0166978836443058,1.0,-0.001367392694829328,-0.12755361727711345,0.022569587140958896,0.019307828644850606,2.563540804463166,34.61872024190876,1.0813581141833375,-0.24838974241529077
73,0.04,0.42,0.03,0.14,1.3,-0.015881144202525288,0.0,-0.0018296435359903551,-0.12656410206533097,0.005942423542128927,0.00757252269383681,0.8846074675865978,32.93978690503219,1.0543134048644673,-0.2548498616658832
74,0.06,0.42,0.03,0.14,1.3,-0.015881144202525288,0.0,-0.0018296435359903551,-0.12656410206533097,0.005942423542128927,0.00757252269383681,0.8846074675865978,32.93978690503219,1.0543134048644673,-0.2548498616658832
75,0.08,0.42,0.03,0.14,1.3,-0.015881144202525288,0.0,-0.0018296435359903551,-0.12656410206533097,0.005942423542128927,0.00757252269383681,0.8846074675865978,32.93978690503219,1.0543134048644673,-0.2548498616658832
76,0.04,0.44,0.03,0.14,1.3,-0.016048741451512583,0.0,-0.002148954664437319,-0.12748936063382343,0.0063734445211169515,0.0031198755968210126,1.0645963057977283,33.11977574324332,1.0548355645840988,-0.2548498616658841
77,0.06,0.44,0.03,0.14,1.3,-0.016048741451512583,0.0,-0.002148954664437319,-0.12748936063382343,0.0063734445211169515,0.0031198755968210126,1.0645963057977283,33.11977574324332,1.0548355645840988,-0.2548498616658841
78,0.08,0.44,0.03,0.14,1.3,-0.016048741451512583,0.0,-0.002148954664437319,-0.12748936063382343,0.0063734445211169515,0.0031198755968210126,1.0645963057977283,33.11977574324332,1.0548355645840988,-0.2548498616658841
79,0.04,0.46,0.03,0.14,1.3,-0.016219642810727963,0.0,-0.0024682320330558505,-0.1284141957463778,0.00680121663219968,-0.0015157347991306784,1.2452291275641372,33.30040856500973,1.055306251270239,-0.2548498616658825
80,0.06,0.46,0.03,0.14,1.3,-0.016219642810727963,0.0,-0.0024682320330558505,-0.1284141957463778,0.00680121663219968,-0.0015157347991306784,1.2452291275641372,33.30040856500973,1.055306251270239,-0.2548498616658825
81,0.08,0.46,0.03,0.14,1.3,-0.016219642810727963,0.0,-0.0024682320330558505,-0.1284141957463778,0.00680121663219968,-0.0015157347991306784,1.2452291275641372,33.30040856500973,1.055306251270239,-0.2548498616658825
82,0.04,0.42,0.03,0.14,1.25,-0.022357413708068763,0.0,-0.0007286902520151628,-0.12460275436004586,-0.003871407282374284,0.0006776407342984162,-0.263180390455684,31.79199904698991,1.0584919442524396,-0.2479813994991351
83,0.06,0.42,0.03,0.14,1.25,-0.022357413708068763,0.0,-0.0007286902520151628,-0.12460275436004586,-0.003871407282374284,0.0006776407342984162,-0.263180390455684,31.79199904698991,1.0584919442524396,-0.2479813994991351
84,0.08,0.42,0.03,0.14,1.25,-0.022357413708068763,0.0,-0.0007286902520151628,-0.12460275436004586,-0.003871407282374284,0.0006776407342984162,-0.263180390455684,31.79199904698991,1.0584919442524396,-0.2479813994991351
85,0.04,0.44,0.03,0.14,1.25,-0.022524220264601102,0.0,-0.001250412110631316,-0.1255300906468626,-0.0033860704075552306,-0.0038059865951206584,-0.08946326868547771,31.965716168760117,1.058999993451807,-0.247981399499135
86,0.06,0.44,0.03,0.14,1.25,-0.022524220264601102,0.0,-0.001250412110631316,-0.1255300906468626,-0.0033860704075552306,-0.0038059865951206584,-0.08946326868547771,31.965716168760117,1.058999993451807,-0.247981399499135
87,0.08,0.44,0.03,0.14,1.25,-0.022524220264601102,0.0,-0.001250412110631316,-0.1255300906468626,-0.0033860704075552306,-0.0038059865951206584,-0.08946326868547771,31.965716168760117,1.058999993451807,-0.247981399499135
88,0.04,0.46,0.03,0.14,1.25,-0.02269431744679029,0.0,-0.0015699928213788183,-0.12645700252684822,-0.002903569812312342,-0.008473213507054081,0.08487539701497582,32.14005483446057,1.059454905823557,-0.2479813994991369
89,0.06,0.46,0.03,0.14,1.25,-0.02269431744679029,0.0,-0.0015699928213788183,-0.12645700252684822,-0.002903569812312342,-0.008473213507054081,0.08487539701497582,32.14005483446057,1.059454905823557,-0.2479813994991369
90,0.08,0.46,0.03,0.14,1.25,-0.02269431744679029,0.0,-0.0015699928213788183,-0.12645700252684822,-0.002903569812312342,-0.008473213507054081,0.08487539701497582,32.14005483446057,1.059454905823557,-0.2479813994991369
91,0.04,0.42,0.03,0.14,1.2,-0.02881181057731319,0.0,0.00022560835725810024,-0.12263788972843681,-0.01311878685863869,-0.006611992742309447,-1.3745119084908843,30.68066752895471,1.0624037309614243,-0.2410599533361799
92,0.06,0.42,0.03,0.14,1.2,-0.02881181057731319,0.0,0.00022560835725810024,-0.12263788972843681,-0.01311878685863869,-0.006611992742309447,-1.3745119084908843,30.68066752895471,1.0624037309614243,-0.2410599533361799
93,0.08,0.42,0.03,0.14,1.2,-0.02881181057731319,0.0,0.00022560835725810024,-0.12263788972843681,-0.01311878685863869,-0.006611992742309447,-1.3745119084908843,30.68066752895471,1.0624037309614243,-0.2410599533361799
94,0.04,0.44,0.03,0.14,1.2,-0.028977829679156297,0.0,7.880942057886253e-05,-0.12356730745917022,-0.012558348896838212,-0.011124187719243764,-1.2068672992529415,30.848312138192654,1.062897153230273,-0.24105995333617858
95,0.06,0.44,0.03,0.14,1.2,-0.028977829679156297,0.0,7.880942057886253e-05,-0.12356730745917022,-0.012558348896838212,-0.011124187719243764,-1.2068672992529415,30.848312138192654,1.062897153230273,-0.24105995333617858
96,0.08,0.44,0.03,0.14,1.2,-0.028977829679156297,0.0,7.880942057886253e-05,-0.12356730745917022,-0.012558348896838212,-0.011124187719243764,-1.2068672992529415,30.848312138192654,1.062897153230273,-0.24105995333617858
97,0.04,0.46,0.03,0.14,1.2,-0.029147125969494536,0.0,-0.0005456288969072354,-0.12449629983047406,-0.012000528574791558,-0.015820538116849026,-1.0386228729779567,31.01655656446764,1.063335753801182,-0.24105995333617913
98,0.06,0.46,0.03,0.14,1.2,-0.029147125969494536,0.0,-0.0005456288969072354,-0.12449629983047406,-0.012000528574791558,-0.015820538116849026,-1.0386228729779567,31.01655656446764,1.063335753801182,-0.24105995333617913
99,0.08,0.46,0.03,0.14,1.2,-0.029147125969494536,0.0,-0.0005456288969072354,-0.12449629983047406,-0.012000528574791558,-0.015820538116849026,-1.0386228729779567,31.01655656446764,1.063335753801182,-0.24105995333617913
100,0.04,0.46,0.03,0.14,1.1,-0.04407840796459073,0.0,0.0013959691467337332,-0.12056434719742926,-0.030878024698497708,-0.03171018511804369,-3.1791718244467972,28.876007612998798,1.0701560995513477,-0.2308056497147718
101,0.06,0.46,0.03,0.14,1.1,-0.04407840796459073,0.0,0.0013959691467337332,-0.12056434719742926,-0.030878024698497708,-0.03171018511804369,-3.1791718244467972,28.876007612998798,1.0701560995513477,-0.2308056497147718
102,0.08,0.46,0.03,0.14,1.1,-0.04407840796459073,0.0,0.0013959691467337332,-0.12056434719742926,-0.030878024698497708,-0.03171018511804369,-3.1791718244467972,28.876007612998798,1.0701560995513477,-0.2308056497147718
103,0.04,0.44,0.03,0.14,1.1,-0.04410224132739493,0.0,0.0016430175708128658,-0.11963118265186812,-0.03143628114379473,-0.02696358194323467,-3.3358051800500554,28.71937425739554,1.069751391657021,-0.2308056497147728
104,0.06,0.44,0.03,0.14,1.1,-0.04410224132739493,0.0,0.0016430175708128658,-0.11963118265186812,-0.03143628114379473,-0.02696358194323467,-3.3358051800500554,28.71937425739554,1.069751391657021,-0.2308056497147728
105,0.08,0.44,0.03,0.14,1.1,-0.04410224132739493,0.0,0.0016430175708128658,-0.11963118265186812,-0.03143628114379473,-0.02696358194323467,-3.3358051800500554,28.71937425739554,1.069751391657021,-0.2308056497147728
106,0.04,0.42,0.03,0.14,1.1,-0.044129586880785165,0.0,0.001643017570814087,-0.11869759083655596,-0.031997169328585616,-0.022401994916925166,-3.491880113854041,28.563299323591554,1.069288452882122,-0.2308056497147719
107,0.06,0.42,0.03,0.14,1.1,-0.044129586880785165,0.0,0.001643017570814087,-0.11869759083655596,-0.031997169328585616,-0.022401994916925166,-3.491880113854041,28.563299323591554,1.069288452882122,-0.2308056497147719
108,0.08,0.42,0.03,0.14,1.1,-0.044129586880785165,0.0,0.001643017570814087,-0.11869759083655596,-0.031997169328585616,-0.022401994916925166,-3.491880113854041,28.563299323591554,1.069288452882122,-0.2308056497147719
